,mean
,depth
wellid,
312212109551001,248.6875
312212110520001,26.0
312213110065801,16.598000000000003
312213110510901,7.0
312214110071601,18.108461538461537
312214110071602,17.354285714285712
312214110554201,22.774666666666665
312214110554501,20.35
312215110071601,10.17
312215110554401,24.16
312215110555201,30.07
312216110554301,19.94
312217109093101,490.1
312217109235801,8.7
312217109420201,189.1
312217109552001,227.0
312217110024001,178.7
312218109322901,252.1
312218110551001,46.6
312219109240501,17.1
312220109422001,204.4
312220110033501,123.10000000000001
312221110352301,16.07
312221110510301,5.0
312222109553401,260.6
312222110071601,23.096666666666664
312222110553801,25.99
312222110554801,21.1
312223110014501,221.0
312223110074801,41.986000000000004
312223110371001,99.70666666666666
312223110554201,23.2
312224110502701,15.8
312226109372801,64.100625
312226109432101,224.76666666666665
312227110312601,17.47
312229109170901,68.0
312229109402401,134.05
312229109404801,143.995
312229110561501,34.63333333333333
312230110073901,37.53
312230110503301,19.800869565217386
312230110561801,47.349999999999994
312231110502201,26.0
312232109300801,108.0
312232109373701,70.7
312232110132801,82.4
312233110503201,6.0
312233110562301,24.58
312234109530501,260.45
312234110562201,30.88
312234110571701,126.7
312235110051601,133.93333333333334
312236109105101,172.9
312236109105201,171.35
312236110561501,19.28
312237109105101,205.4
312237110053001,125.0
312237110061601,29.224999999999998
312238109545801,279.2
312238110025101,167.495
312238110073101,38.3
312238110084901,103.43333333333334
312238110410801,5.062142857142857
312238110560501,21.57
312238110583501,185.84157894736842
312240110511001,20.78672413793103
312240110583501,242.8
312241109432701,162.1
312241110510301,9.63
312241110513301,4.35
312242109323101,335.7
312242110011801,271.55999999999995
312242110083201,84.62
312242110091901,122.88333333333334
312242110112001,303.8333333333333
312242110511701,15.945999999999998
312243110070101,16.5
312243110072901,43.0
312244110021601,211.68184397163114
312244110562701,54.05
312245109554701,296.58250000000004
312245110125701,285.005
312245110450301,30.8
312245110450302,32.2
312245110503701,17.09
312246110021401,213.0833333333333
312246110065601,19.345
312246110505801,23.95
312246111041601,3.05
312247109442801,175.22500000000002
312247110362401,44.01666666666667
312247110565401,28.1
312248109185901,121.6
312248109323801,272.9055932203389
312248110060301,22.799999999999997
312248110503001,15.259285714285712
312249109570701,294.1545454545455
312249110063801,21.4
312249110072101,39.164705882352955
312249110072301,37.7
312250110055901,37.89692307692308
312250110060101,30.5
312250110063901,14.964108108108109
312250110102401,153.0
312251110060701,22.4
312251110063801,15.444166666666666
312251110064401,17.87
312251110064501,19.0
312251110065201,31.25
312251110070101,28.92
312251110071801,34.75
312251110071802,34.45
312251110564101,18.26
312253110023801,196.4
312253110583101,191.39653846153846
312254110521001,3.705
312254110565401,12.1
312255110113301,329.4675
312256110091801,157.2
312258109365701,160.4
312258110063001,17.0
312258110140901,131.0
312258110332001,84.675
312258110510901,24.2565
312258110564101,46.33
312258110575601,7.28
312258110580101,206.54285714285714
312259109364801,54.46666666666667
312259110144401,7.0
312300110061901,44.0
312300110521001,37.725
312300110565201,15.8
312301111024801,313.808
312302109364801,58.56666666666666
312302110344001,28.5
312302110344101,30.8
312303109402001,121.65
312303110071701,38.43333333333334
312303110085601,126.1
312303110352001,14.7
312304110060701,22.502307692307696
312304110071601,42.225
312304110085601,111.67272727272729
312305110071801,44.0
312306109364201,53.79
312306110135601,68.31666666666666
312307110541801,10.4
312307110570101,9.44
312308109364901,50.7
312308110521801,39.567499999999995
312308110565601,9.005454545454544
312308110580601,151.774125
312310110565801,22.35
312311110135301,55.0
312311111035301,4.725
312312109345001,224.82500000000002
312312109401901,118.75
312312110065801,27.087500000000002
312312110522401,37.01666666666667
312314110370501,136.67222222222227
312315110021201,262.11
312315110565801,16.06
312316110522701,31.161854304635764
312316110574801,133.29886363636362
312317110071601,42.3
312317110351601,16.69484848484848
312319109381401,80.0
312319110522301,32.08625
312320109352501,76.82499999999999
312320110574301,150.8527777777778
312320110574302,150.17411764705886
312322110061601,21.3
312322110063101,16.2
312322110103501,200.83333333333334
312323110020901,263.08857142857136
312324110523801,20.25
312324111033701,21.58
312324111033801,13.033333333333333
312325109334601,251.36666666666667
312327110522501,40.15494845360823
312328109354001,153.9
312329110053101,43.34
312329110070101,23.2
312329110350501,17.92
312330109344601,225.10000000000002
312330110043601,85.5
312330110053601,31.648571428571426
312331109171601,112.35
312331110570601,4.6000000000000005
312332110055601,12.575
312332110063801,15.4
312333109455901,233.36666666666667
312333110055501,13.8
312334109144601,106.3
312334109342601,236.54999999999998
312334110143401,79.93333333333334
312334111023401,257.41818181818184
312336110063001,17.3
312336110071001,37.7
312336110532201,5.73
312336110565701,27.84
312337109403501,125.83333333333333
312337110025401,254.9
312338109384401,185.538
312339109454401,189.33333333333334
312339110050001,70.3
312340109121601,205.19523809523812
312340109413501,143.28000000000003
312340109443901,250.0
312340110061901,18.872500000000002
312341109121501,166.8166666666667
312342109221701,387.1
312342110134601,203.4
312342110411701,12.024999999999999
312343109122402,93.46666666666665
312343109453401,171.9
312343110371901,112.75
312344110521001,51.36190476190476
312345110335401,54.2
312346109462301,249.04999999999998
312348109394701,92.136875
312348110520601,21.42
312348110571101,9.94
312349109352501,79.75
312349110520601,36.25
312350109441501,158.0
312350110063001,41.0
312351109193501,193.0
312352110524201,20.565
312353110143301,68.5
312353110522401,49.93535714285713
312353110525101,25.607586206896542
312353110531901,8.33
312353110571601,62.39
312354110070101,16.0
312356109394701,101.35000000000001
312357110055901,16.099999999999998
312357110073901,73.0
312357110525801,31.03
312359109374401,49.8023076923077
312359110524801,43.89242857142855
312359110570001,2.52
312360110094501,157.0
312360110532901,12.486666666666668
312400110532901,26.820000000000007
312402109354201,65.5
312402109432901,154.29999999999998
312402110063701,27.366666666666664
312402110530701,16.97
312403109403401,102.345
312403110072401,58.28374999999999
312403111053201,375.70000000000005
312404109370701,39.2
312404109371301,43.06
312404110094901,160.45
312405109361501,107.85
312405109394801,97.65
312405110103101,235.37999999999997
312406110055201,41.64846153846155
312406110085201,104.82000000000001
312407109361301,102.625
312407109400501,104.75
312407110580301,77.82
312407111145501,1.6
312410110090501,137.15
312411109353601,134.16666666666666
312411110533601,27.0
312412109270001,226.52500000000003
312412109324901,302.45000000000005
312412110532501,12.843333333333334
312413110532801,18.075
312413110571901,25.268
312414110571101,3.33
312415109092201,299.35
312415109092401,305.0
312415109350001,209.075
312415110065001,31.0
312415110065101,30.0
312415110352101,16.551463414634142
312417110074801,73.25
312417110351401,7.761874999999998
312417110571501,25.88
312418109325001,315.5
312418110055801,10.8
312418110252001,12.0
312418110532801,43.056
312418110593701,196.16666666666666
312419109383801,81.17500000000001
312419110251901,5.0
312419110533301,15.1
312419110570001,49.66
312420109281901,49.348
312420110065001,43.0
312420110095001,136.0
312421110041001,179.76666666666665
312421110055901,42.400000000000006
312421110064501,33.28333333333334
312421110535501,18.013372093023253
312423109454401,205.19999999999996
312423110063701,14.76
312423110574901,57.41666666666667
312425110534301,8.1
312426110540201,26.46903846153846
312427109204001,286.5
312427109334001,203.0
312427109354501,78.4
312427109354901,71.2
312427110540401,19.35
312428110020801,373.0
312428110251701,15.75
312428110540801,11.71
312428110572801,21.89
312429109323701,258.0
312429110065301,40.0
312429110065401,44.0
312429110065501,40.0
312429110065601,41.0
312430109380201,57.681999999999995
312431109400401,88.60000000000001
312432109384501,91.52666666666666
312433109344901,186.3917741935484
312433109384601,64.86272727272727
312434110040101,197.70000000000002
312434110093501,156.16666666666666
312437110514201,159.35000000000002
312438109395201,87.13333333333333
312438110065401,38.36410256410257
312440110125001,169.0
312441109381501,45.0
312442109233301,16.3
312442110073101,59.0
312443110063001,7.0
312443110065801,41.4
312443110573001,37.5875
312444111141201,3.9
312445109374901,29.814999999999998
312445110571901,23.0
312446109354601,79.85
312446109375001,34.69931034482758
312448109450001,128.74625000000006
312448110010801,454.85
312448110572001,12.385408163265309
312449110055901,39.95
312450110590201,143.2
312451110572301,15.55
312453110544001,20.0
312453111142001,6.3
312454109393201,71.25
312454110073701,85.6
312457110340101,54.26666666666667
312458109384201,61.58289473684211
312458110541201,16.889999999999997
312459110053701,48.15
312501109242201,15.433333333333332
312501110063301,8.135
312501110074701,87.46666666666665
312501110142901,25.52285714285714
312502109242301,36.6
312502110055301,21.189999999999998
312502110060701,0.3333333333333333
312504110144201,43.5
312505110063901,26.656315789473684
312506109344601,128.0
312507110542301,18.32
312507110571101,16.37
312508110055301,11.002
312508110545501,20.0
312509110492501,24.366666666666664
312509110541501,81.1
312509110542801,29.35
312510110142901,139.15
312510110143901,31.79
312513110063801,11.566666666666668
312513110505401,140.8882142857143
312513110580501,55.15
312514110063001,11.95
312514110063801,0.0
312514110151201,374.8
312515110062801,23.884444444444444
312515110141301,66.15
312516110544901,7.31
312517110573301,29.535999999999994
312519109333801,262.8666666666667
312519109343901,180.0
312519110064101,75.66666666666667
312520110095501,175.1
312520110582501,50.14
312521109380101,33.0
312521110073601,88.28
312523110252201,17.95
312523110542801,44.430378787878794
312524110542601,30.666666666666668
312525110574001,3.25
312526109395701,63.626666666666665
312526110054501,3.1750000000000003
312526110421601,11.293333333333335
312527109395701,65.41400000000002
312527110143401,115.58
312527110542701,54.325
312527110574301,26.633333333333336
312528109132701,232.45000000000002
312528109133101,231.6125
312528109272501,185.22500000000002
312529110544901,10.34
312529110573601,17.92736842105263
312529111003101,210.73333333333335
312530109252601,95.2
312530110142401,75.51
312530110550301,7.0
312532110573901,21.631999999999998
312532110574001,17.31
312533110555701,14.41
312534110324201,150.3
312534110550301,5.9
312535109404601,73.0
312538110144201,91.24285714285715
312538110351601,11.225
312539109383501,55.0
312539109414901,87.4
312539111031601,8.3
312541111031701,17.1
312544111212401,14.2
312545109333601,256.6
312545110552801,11.591944444444445
312546110090901,100.72500000000001
312546110562201,27.72
312547110063701,15.0
312547111211401,69.89999999999999
312548109331001,252.0
312548110063001,0.0
312548110064501,63.0
312548110142401,142.53
312548110351501,12.0
312548110551401,25.075000000000003
312548110551601,16.375
312550109290401,115.52
312550109330901,281.64000000000004
312551110145001,49.5
312551110554701,15.74626865671642
312552110365601,120.97058823529409
312553109331101,288.2
312553110054401,10.2125
312554110054401,5.8
312554110064701,64.08125000000003
312555110061401,0.0
312555110074301,104.22826086956518
312559110072001,137.9
312559111030301,5.3
312559111030401,5.8
312600109195701,340.0
312600110120001,322.3333333333333
312600110241701,13.55
312600111200301,138.1
312601110143501,128.88555555555556
312601110351401,18.6
312601110504601,47.5
312605110132501,105.3
312605110135501,128.4
312606110113501,288.59999999999997
312607110082501,87.29999999999998
312607110145301,129.8
312609109330801,263.25
312610109323901,197.85
312610109330901,281.79999999999995
312610109354901,148.05
312610109361801,172.63333333333333
312610109372801,53.6
312611109373801,73.5
312611110345301,37.35
312612109364801,206.13333333333335
312612110103201,202.05
312612110143601,75.0
312613109382401,46.9
312613110350601,19.97
312614109361301,105.85230769230769
312614110091901,127.10719298245611
312614110332101,123.2
312614110350501,27.1
312615109092101,463.9
312615109304201,66.32069444444443
312616109061501,60.1
312616109360001,95.0
312617109375001,62.0
312617110080401,117.625
312618110500901,86.88
312619109314501,139.76
312619110084801,106.6590909090909
312620110055101,32.93333333333333
312620110055501,33.779999999999994
312620110093101,132.60181818181817
312620110101001,174.0
312620110104901,223.07
312620110132901,141.5173076923077
312620110153601,134.0
312621110125901,251.70454545454547
312621110150101,60.0
312622109310901,93.17500000000001
312622109312201,93.0
312623109281001,67.5
312623110100501,162.0
312623110142601,166.1
312623110152901,16.365555555555556
312625109373501,148.45
312627109162001,423.8
312627110110501,210.0
312627110134201,137.0666666666667
312627110151701,58.93
312627110153101,46.3
312628110574801,12.583333333333334
312630110055801,31.35
312630110062401,10.626111111111113
312630110085301,126.0
312630110575301,23.632592592592587
312631110103401,194.16666666666666
312631110112001,257.1
312633110134501,144.82222222222222
312633110142901,160.29999999999998
312633110151501,42.928
312633111023301,10.381403508771932
312636109384601,99.6
312636110372601,184.3
312637109492901,239.61925925925928
312637109493601,344.2
312638109355901,203.5061111111111
312639110142901,143.1111111111111
312639110350801,6.3
312640110085301,137.37142857142857
312640110091801,123.7
312641110060001,22.343333333333334
312641110152301,36.6
312642109412001,59.2
312642110063701,17.837692307692308
312642110063702,18.208000000000002
312642110085301,117.45
312645109391601,50.4
312645109435001,84.65
312647109483901,385.35
312647110364101,121.82499999999999
312647110495601,117.025
312647110495701,107.9
312649110265001,17.9
312650110350701,15.48
312651110373401,202.3
312651110575601,21.24
312652109433601,76.0
312652110371401,111.55000000000001
312653110133201,143.0
312654109301401,49.2
312656109390901,60.445454545454545
312656109452901,138.79999999999998
312656110380301,186.06000000000003
312656111142801,6.114
312657109360001,213.5
312658109360401,189.1
312658109411701,49.668749999999996
312658109412901,55.55
312658109452501,135.0
312658110155801,12.6
312659110110501,215.0
312659110140801,107.7
312659110140803,113.35
312659110140804,107.05
312700109444801,102.1
312700110575901,15.166666666666666
312701110574301,21.578421052631576
312701110574401,20.406666666666673
312702109443501,99.1
312702109443801,97.93333333333334
312703109373201,89.83500000000001
312703109420401,56.7
312703109435201,77.7
312704109380001,67.71166666666666
312704109380501,83.685
312704109443301,93.80000000000001
312705109394601,36.98
312705109451401,118.93333333333334
312705110092201,128.8
312705110574101,12.5
312706109393501,38.1
312706110084801,148.4
312707109402101,52.3
312707110135301,63.2
312707110434301,23.3
312708109421101,55.4
312708110155801,26.8
312709109414901,54.166666666666664
312709109442001,78.0
312710109433601,73.55
312710109561201,10.4
312712109393001,54.2
312712109394301,65.0
312712109435001,75.92499999999998
312712110152101,19.682777777777773
312713110052101,17.0
312713110115101,257.625
312713110152201,26.33407407407407
312713110155301,48.900000000000006
312713110160101,8.34
312713110500301,35.300000000000004
312714110143001,24.153333333333332
312717109285001,21.5
312717109285201,31.95
312717109362601,224.26666666666668
312717109483001,345.9
312717110133101,257.3
312718109285101,29.220000000000006
312718110580001,19.150000000000002
312719110581401,21.95
312720110032901,350.23333333333335
312720110132501,351.15
312720110153601,60.0
312722109272401,123.525
312722109414901,39.0
312722109462501,160.3
312722110154601,53.849999999999994
312722110351501,16.155714285714286
312722110353601,29.7625
312722110365401,96.60000000000001
312723110152601,38.0
312723110152701,38.9
312724109392701,58.0
312724109433401,72.0
312724110155301,48.1
312724110503601,367.3
312724110580801,15.299999999999999
312725109444401,88.74000000000001
312725110162301,20.9
312725110580901,22.9
312725111144701,3.66
312726109444501,97.0
312727110580601,12.558571428571428
312728110580501,34.987142857142864
312730109113701,382.43333333333334
312730109371301,173.85
312730109393601,59.41
312730109451301,111.63333333333333
312730110112301,214.10000000000002
312730110142101,156.0
312730110163001,39.4425
312730110585701,24.91
312731109385101,81.38
312731109444401,90.0
312731110163001,31.156666666666663
312732109400201,53.1
312732109451301,108.44
312732110130601,319.91999999999996
312733110514401,264.5
312734109285501,16.0
312734110052101,103.2
312735109385001,77.05
312735110154201,46.8
312735110581601,21.26428571428571
312736109394501,70.0
312737109385001,71.65416666666665
312737110152701,64.05
312737110153601,52.0
312737110154401,56.7
312737110504301,417.35
312737110581501,24.219230769230766
312737110582601,18.85
312738109401601,53.504999999999995
312738109495701,117.06666666666668
312738109495702,76.0
312739110031201,352.79666666666674
312739110335501,129.425
312740110155501,78.0
312740110173201,7.3
312740110581301,25.81445454545454
312742110082101,130.6
312743109355401,250.0
312743109403201,60.0
312743110153801,59.3
312743111201701,275.40000000000003
312744109451101,97.30000000000001
312744110131601,307.20000000000005
312744110153601,54.4
312744110172101,26.2
312745110034601,305.6
312745110345801,42.67525000000001
312746109472301,207.5
312746110154301,56.0
312747109065501,96.36666666666667
312748109225301,84.15
312749109230201,18.833333333333332
312749109400601,53.0
312749109445801,90.9
312749110471501,19.06
312750110152901,51.13333333333333
312753109445201,68.05
312753110163601,145.85
312754110143501,204.0
312754110374201,10.226666666666667
312755110104901,171.76
312756109064101,40.0
312756110415201,11.6
312756110584801,30.845367231638402
312757109111901,420.9
312757110582601,42.669999999999995
312757110592601,16.6
312758109413201,44.6
312758110143001,93.23333333333333
312759109384901,80.0
312759109410401,45.592666666666666
312759109410501,55.0
312759109410901,46.0
312759110123001,255.84
312759110153001,55.3
312759110172501,21.8125
312800109321701,141.23333333333335
312800109423501,39.71714285714286
312801109414901,37.949999999999996
312802110042601,206.11391304347822
312802110150501,127.49249999999998
312803109444501,75.96782608695652
312803110103201,153.7
312803110103501,154.8
312803110165801,32.43399999999999
312803110422601,9.215
312804109063301,7.05
312804109063401,5.35
312804110113701,209.15
312804110500201,289.1333333333333
312805109411701,46.879999999999995
312805110102501,140.65
312805110150801,71.29400000000001
312805110165901,47.62500000000001
312805110585201,16.40222222222222
312806109400701,52.0
312807110583701,53.85
312811109443201,80.0
312811110165001,37.54
312812109440001,61.60999999999999
312812110350701,79.33333333333333
312813109403501,59.5
312813110163101,17.566666666666666
312814109411801,56.99
312815109435201,65.0
312815110504501,340.6
312815110595401,60.33333333333332
312817110504001,341.6
312818110594501,23.023114754098362
312819110171001,22.5
312819111384801,6.0
312821109435001,60.0
312821110172101,19.0
312822109273401,51.475
312822110532201,7.21
312823109052901,8.55
312823110572901,28.48
312823110573501,41.07372549019607
312823111213501,205.625
312825109234701,18.75
312825109403501,64.4
312825109420401,40.7
312825110093601,119.15
312825110172101,34.177777777777784
312826109400501,62.63899999999999
312826109403401,63.1
312826109413201,52.5
312826110100501,121.82000000000001
312826111043601,21.5375
312826111305201,92.46666666666665
312827110502801,362.6
312827111303301,192.06241379310342
312831110180201,39.43333333333334
312831111162401,3.8333333333333335
312832110114901,203.63799999999995
312832110594501,18.416666666666668
312833109444501,75.42500000000001
312835110152201,352.65
312836110122001,230.63999999999996
312836110125001,254.89999999999998
312837110355301,16.95
312838110152101,367.43750000000006
312838110165601,29.01666666666667
312838111235801,89.58
312839109261901,23.725
312839110101001,114.33333333333333
312840109262101,273.9
312840109584501,8.5
312840110374601,7.7
312840111000301,55.285714285714285
312842109413101,65.0
312844109415401,47.56461538461539
312845110350201,69.25
312846110374601,7.05
312847110485101,17.98
312848110384801,115.45058823529412
312848110573201,70.65849315068495
312849109381801,129.3
312849111104001,111.93333333333334
312850110145201,396.4
312850110162901,176.1
312851109410501,54.39
312852109452501,98.05
312852110155201,412.18787878787873
312852110593001,11.49
312853109384801,110.4
312853109420401,44.55
312853110590801,69.25
312854109324701,301.8333333333333
312854109423801,41.8
312854110485401,23.762500000000003
312854111273601,30.994999999999997
312856109315701,140.85
312856109400501,91.95
312856110163801,154.7845833333333
312856110170201,52.699999999999996
312856111231501,10.21
312857109434901,60.333333333333336
312857110144401,404.48
312858109234401,59.900000000000006
312858109244301,63.724999999999994
312858109325001,156.85
312858110100501,120.0
312858110404201,24.63
312859110111401,168.06666666666666
312859110404301,24.7
312860111323201,139.88536585365853
312900110490701,12.31
312902109411001,50.0
312902109422001,57.0
312903110111501,152.0
312903111194901,91.43
312904110194801,10.72
312906109415601,51.05
312906109420401,44.93333333333334
312906109591101,35.0
312908109415601,60.0
312908109420501,70.0
312909109452101,102.1
312910109320301,147.55
312910109343601,304.25
312910110593601,12.816666666666668
312910110593701,19.351730769230763
312912109320101,145.80714285714285
312912110165801,205.79999999999998
312913109355501,257.8
312913110151001,402.9666666666667
312913110341401,8.0
312913111000001,15.899999999999999
312914109444401,81.25
312915109245001,37.7
312916109410901,65.0
312917109404501,72.0
312919109414101,51.8
312919109415001,52.825
312919110192901,18.75
312921110114801,177.92000000000002
312921110163801,74.5
312922109452201,104.26666666666665
312922109452301,103.83333333333333
312922110084601,48.22
312923109434901,63.38068181818183
312923110152201,395.75
312923110593001,6.54
312924110104601,123.60000000000001
312925109435201,58.5
312925109435301,55.094545454545454
312926111032701,18.65
312926111040801,11.233333333333334
312927111002601,63.2
312927111032801,6.5
312928111032801,24.833333333333332
312928111333201,48.33
312928111333301,96.5
312929110120801,201.975
312929110594201,15.457812500000001
312930109245001,44.75
312930109413801,58.724999999999994
312932109420001,48.9
312934110364701,6.64
312935109332201,181.2
312935109595801,14.0
312938109252001,31.1
312938110164201,185.0
312938111030101,204.6
312938111165201,4.0
312939110122101,218.5
312939110304301,133.3
312939111324201,260.56666666666666
312940109250701,42.9
312940110001401,14.0
312940110304001,102.6
312940110341501,9.950416666666664
312940111334601,80.645
312941109325801,192.9
312941110142801,363.7800000000001
312941110341601,28.606470588235297
312943109404601,71.7325
312943110165401,90.59500000000001
312943110511301,21.32
312943110594501,13.07
312944109423202,41.926400000000015
312944109424501,28.387777777777774
312944110152001,402.9
312944110165501,92.16666666666667
312945109245401,39.233333333333334
312945109451801,95.3
312945109452501,103.3
312946109413901,63.1
312946111025301,198.36884615384608
312946111334501,88.5820779220779
312947109433701,46.0
