,mean
,depth
wellid,
314047110393101,205.47333333333336
314048110170601,77.4
314048111170501,41.980000000000004
314049110165201,73.0
314049110170601,118.0
314051109510001,206.875
314052109410901,75.0
314052110142401,55.0
314053109375001,116.0
314053109410801,76.33
314053110180201,144.2
314053110384801,203.25
314054109392501,106.3
314056109360001,241.0
314056109442501,13.8
314056110161301,34.25
314056110162001,30.28
314056110162101,50.0
314057109041201,391.5
314057109353601,275.5
314057109370401,146.5
314057110153301,17.84
314057110211201,275.97499999999997
314058109445001,44.34
314058110162301,64.46666666666667
314058111031001,29.24692307692308
314058111034301,44.83571428571429
314058111034801,55.32
314100109370601,143.2
314100110323601,234.39999999999998
314100111454801,612.0
314101110143601,48.0
314101110222601,331.5
314102109391201,117.0
314102110222601,295.0
314103109372701,144.29999999999998
314103110172101,117.76666666666667
314104109284701,48.3
314104109451301,133.3725
314104111410001,7.333333333333333
314105109352401,330.0
314105109370701,107.41833333333334
314105109394501,101.9
314105109405301,73.49312499999999
314105109415901,77.0
314106109265401,213.075
314106109355901,188.2
314106109380801,130.55
314106109412201,92.025
314106110165101,114.7
314107109414301,78.7
314107109502201,34.75
314107111391401,8.0
314108110151801,86.0
314109110153301,61.0
314109111121001,47.626666666666665
314109111493001,560.0
314110109364801,169.9
314110109384101,129.8
314110109551201,24.3
314110110151101,14.5
314110110172201,117.52000000000001
314110110354101,141.53333333333333
314113110311301,63.133333333333326
314113110574101,13.100000000000001
314115110224901,278.5
314115110225801,274.0
314116110152601,20.0
314116111033701,26.900000000000002
314117109080701,384.95
314117110120101,13.33
314117111033801,30.433333333333334
314118109372001,95.0
314118109401201,101.5
314118110360001,95.59
314118110391501,180.96666666666667
314120109370801,143.5
314121109492101,16.474999999999998
314122110214501,355.0
314122111081001,61.79142857142858
314123110311201,84.04
314124110105801,21.573333333333334
314125110110501,8.91
314125110212001,278.09999999999997
314126109374101,147.9
314126110110501,4.877777777777777
314126111203501,13.975
314127109073301,270.99
314127109400701,46.64857142857143
314127110360801,97.21249999999999
314128109400801,74.0975
314128109401201,105.29
314128110202501,227.53999999999996
314129110363401,81.58
314130109370801,97.14636363636363
314130109382101,115.5
314130109393001,46.0
314130109442001,50.0
314131109370901,84.00999999999999
314131109410201,96.2
314131109451401,169.296
314132109373601,119.855
314132109374201,133.9
314132109375001,150.4
314132109414201,84.6
314132109540201,55.0
314133109372701,141.4
314133109380901,112.08874999999999
314133109394101,85.05
314133109411401,56.785000000000004
314133109425001,70.9
314133109444201,111.75
314134109132801,62.56666666666666
314134110150701,39.8
314135109385001,98.0
314135110202501,229.95
314135110225601,251.51666666666665
314135111135101,218.62500000000003
314135111263101,297.92078124999995
314136109410201,60.0
314136110200401,149.2
314136110301701,98.80000000000001
314136111102601,118.39428571428572
314137109391001,122.6
314137110074701,94.5
314137110220101,304.75
314138110145001,16.189999999999998
314138110224301,298.4166666666667
314138111035701,58.63
314138111171201,105.3
314139109430401,62.624393939393926
314140109565101,155.45800000000003
314142110185401,166.43545454545455
314143109410901,102.3
314143110104301,21.6
314143110174001,144.1
314143110374101,88.82000000000001
314144109423801,62.0
314144110104701,27.482
314144110104702,12.302000000000001
314144111172301,15.72
314145109384301,110.0
314145109401201,147.2
314145109411301,121.26249999999999
314146111172101,17.9225
314147109134701,12.9
314148111030001,30.683333333333334
314148111055101,288.9491176470588
314149109492201,46.2125
314149110024701,254.0
314150109435201,45.697142857142865
314150110320401,173.4176470588235
314150111025901,20.0
314150111031701,25.951228070175443
314151111112101,46.4
314152111111601,46.93913043478261
314152111411901,175.35
314153109451701,176.2
314154109410801,94.5
314154110180701,144.01666666666668
314155109370701,159.73
314155109411401,123.42666666666666
314156109391401,132.0
314156110342101,203.1
314156111030301,30.126153846153844
314157109390901,145.9
314157109415901,57.186666666666675
314157109451301,90.0
314157111003701,244.52049180327876
314158109293101,25.683333333333334
314158109381001,166.75
314158109401501,122.9675
314158109411501,139.725
314158109441001,65.4
314158109451901,176.55
314158110253901,200.409375
314159109370101,181.1
314159109384001,133.7
314159109414301,93.6
314159109421601,97.2275
314200109391101,79.99142857142856
314200110042601,468.40000000000003
314200111023701,49.25
314201111023901,85.225
314201111033701,29.3
314202109451501,124.3
314202111034001,44.5676
314203111031801,19.47
314204110224201,221.075
314205110180901,151.8
314206109522701,18.375
314206111110301,46.56
314206111111101,44.98
314207111111001,68.45
314207111180501,53.458000000000006
314209110384901,130.14999999999998
314210109382501,130.0
314210109385401,111.63
314210109391301,111.03
314210109405201,100.0
314210109414301,101.2
314210111405401,14.0
314211109391401,94.0
314211109394101,127.8
314211110395601,204.6
314212109363901,179.6
314214111025601,22.770072992700737
314215110211301,254.9
314216109061201,268.625
314216109352101,342.8333333333333
314216111030301,32.2
314218110411901,393.0
314218111033001,34.0
314219111465601,557.5833333333334
314220110392001,162.85838709677415
314220112270501,113.725
314222109421301,90.0
314222109450101,94.0
314222111025601,20.966666666666665
314223109413601,101.2
314223109444001,82.0
314224109374001,150.0
314224109391001,146.075
314224109413501,129.6
314224109470501,400.65
314224111035401,91.28222222222222
314225109415801,70.0
314225109441401,66.54230769230769
314225109475401,249.22546875000003
314225109512801,37.449999999999996
314226109411301,130.8
314226109421501,60.31699999999999
314226109475301,237.11470588235295
314226110040301,462.6
314228109265801,750.0
314228110205601,222.7
314228110215601,288.0
314229109362801,194.3033333333333
314229111030301,36.42399999999999
314230110201301,205.0
314230110220001,279.0
314230110424801,435.15
314230111025701,19.65
314230111031201,20.87
314230111034501,43.6
314231109443001,143.125
314231110201201,215.0
314232109385401,160.05
314232109444401,165.63333333333333
314232110352401,34.448571428571434
314233109414301,118.3
314233110200401,196.0
314234110381901,120.525
314236109403901,80.0
314236110272701,110.94000000000001
314236110401801,269.45
314236111024901,26.12
314236111084901,25.116923076923076
314237109385901,145.98
314238109050701,193.40919999999994
314238109401301,169.72500000000002
314239109391201,104.0
314239110035301,416.11451612903227
314239110204301,221.6985321100918
314241110044701,33.556
314242109434901,61.0
314242110402701,189.8
314242111023901,37.15466666666667
314242111025201,27.33133333333333
314243109413201,132.7
314243110375801,106.0
314245110201701,215.0
314246109055801,170.0
314247110105801,4.0
314247111040201,55.09
314248109395901,102.86000000000001
314248110105901,31.901111111111106
314248110204901,231.85
314248110424801,253.7
314248111033801,44.21666666666666
314249109385701,90.325
314249109450001,113.06
314249111033901,41.300000000000004
314250109374001,141.74
314250109421501,127.58250000000001
314251109403201,155.1
314251109411401,143.8
314251109414201,133.1
314251109423001,113.12
314251110010801,374.6377777777778
314251110091201,178.45
314251110203001,220.0
314251111045401,140.52827586206897
314252109414301,118.0
314252111383301,14.0
314254109394501,115.0
314254110192701,172.46666666666667
314254110202501,212.275
314254110302001,379.0
314255110280301,130.37
314255111110201,118.21333333333334
314255112121001,10.5
314256109411501,79.63411764705882
314256110202901,199.0
314256111044601,129.22558823529408
314257109432301,177.6
314257109585901,20.69
314257110050601,10.5
314257111033401,40.900000000000006
314258109411301,143.5
314258110024801,353.0333333333333
314258110362201,67.42
314258111054501,161.10399999999998
314259109414001,165.4
314259109531501,45.0
314259110035501,187.16
314259110165601,119.57499999999999
314259110350901,40.9
314259111385101,8.0
314300110155401,98.66649122807017
314300110292101,149.0
314300111034501,48.85
314300111060901,167.5825
314300111402901,23.0
314301109421501,56.505
314301110350901,43.07692307692308
314302110204901,237.39999999999998
314302111052901,155.51078947368424
314303109435301,98.0
314303109440501,167.6
314303110272801,158.8
314303111032801,48.54171717171715
314303111033301,22.99
314303111381501,13.55
314304109393601,199.00333333333333
314304109414301,125.0
314304110281501,136.558
314304111084301,20.046206896551727
314305110052601,30.55
314305110132301,17.3
314305112082301,302.4
314308110052801,27.134999999999998
314308110383301,82.9
314309110292801,125.0
314309111031101,46.3
314309111031601,31.6
314311109051801,185.0
314311109054201,234.76933333333332
314311109361801,166.98
314312109485901,20.008
314312111030601,43.98615384615386
314313109421501,124.7
314314111330401,35.49999999999999
314315109361101,227.4
314315109364001,214.75
314315109391501,217.25
314316109374001,164.21
314316109394501,189.92333333333332
314316109504301,46.25
314317110113401,12.821111111111113
314317110292701,130.65
314318109370901,125.0
314318110111801,36.4
314318110113101,14.4025
314318110200501,190.8
314318111075401,20.669545454545457
314318111460001,612.0
314318111542801,493.0
314319109134601,265.3
314319110303401,287.2
314319111443001,501.25
314320109411201,163.45
314320109412401,154.25
314320109421001,121.1
314320110312201,41.89714285714286
314321109553501,48.24250000000001
314321109564001,68.66749999999999
314321111075001,16.88943396226415
314322110030901,303.375
314323110293901,136.50285714285715
314323111075301,12.0
314324110111601,36.69285714285714
314325110023901,323.4175
314325111072501,12.524999999999999
314327109425501,70.0
314327110050301,40.175
314328110412401,184.70000000000002
314328110583801,464.275
314329109040901,250.4075
314329110261701,116.06666666666668
314329110314401,30.03333333333333
314330110310601,14.483333333333334
314331109411601,76.7
314331109414001,152.9
314331109415801,130.5
314332109401101,138.485
314332109415701,42.25
314332111064001,178.65378787878794
314333109421201,120.0
314334111030601,47.365
314334111033401,47.92
314335109061601,117.8
314335109382601,155.8
314335111025001,43.61277777777778
314336109041301,248.79999999999998
314336109401101,230.27499999999998
314336109411301,91.945
314336111034101,80.99379310344828
314338109414501,147.3
314338111033101,62.25
314339109401101,189.83
314339110055701,21.678
314340109433901,40.0
314341109364001,242.0
314341109370901,216.8
314341109374201,181.74
314341109381001,184.535
314341109434001,54.59
314341110402801,113.06
314341111034201,87.025
314342109391001,226.89000000000001
314342110154901,172.6
314342110291501,180.67142857142858
314342110292001,155.25
314342110420101,186.5
314342111025401,45.270833333333336
314343109361801,209.2525
314343109394401,174.465
314343109404401,132.0
314343109423301,118.4
314343109440401,83.0
314344109383901,160.0
314344109401301,87.48722222222219
314344109421001,50.065
314344110044201,65.0
314345110055001,17.19
314345111423601,743.15
314347110165701,103.88333333333334
314347110402801,66.93333333333334
314347111041101,148.75000000000003
314347112193401,166.66333333333333
314348109041301,227.165
314348109413101,146.4
314348109414501,198.33333333333334
314348109434301,114.3
314348110165501,103.5
314349109441301,172.26666666666665
314349110362801,45.5825
314350110043801,75.32124999999999
314350110185401,142.83333333333334
314350110292601,416.04999999999995
314351109511701,25.275
314351111330701,29.1975
314353109413101,134.46666666666667
314353111001201,255.3
314355109411601,194.125
314355109411701,163.14066666666668
314356109494901,47.4
314357109494901,45.75
314357111020301,23.788333333333338
314358109025701,288.48749999999995
314358109414801,126.4989230769231
314359109264701,1.25
314359109401501,245.62499999999997
314359109421501,126.83000000000001
314359109494801,153.73333333333332
314359111033701,108.21000000000001
314401111031801,91.25833333333333
314401111124501,176.70000000000002
314402109420201,60.0
314402111020301,26.0
314402111025101,57.315000000000005
314404110055301,8.9875
314405112121501,104.5
314406111033701,104.15
314407109501201,75.0
314408111034701,111.15
314409109381401,229.4075
314410109391501,235.03
314410109394401,240.83333333333334
314410109404401,120.0
314410109411501,146.73
314410109413201,168.2
314410109434601,123.30000000000001
314410110390901,27.433333333333334
314410110401001,23.83
314410110402101,34.895
314411109371201,213.26666666666665
314411109513801,23.599999999999998
314411110325001,40.67
314411110402201,30.0
314411111031001,64.5
314412109321801,2.9
314412109441501,146.1
314412109541601,17.1
314412110385501,38.38
314412110390301,40.300000000000004
314413110340401,113.98800000000001
314413111030001,71.8556779661017
314414109384501,195.91500000000002
314414109544001,17.77
314414110302301,119.0
314414110384401,32.63333333333333
314414110384601,10.799999999999999
314415110452901,6.8
314416111015901,31.558571428571433
314417109575101,302.0663829787235
314418110080101,252.65
314418110412101,90.30000000000001
314420109381101,47.255
314421109050701,138.0
314421111003701,212.975
314423110093101,219.71000000000004
314424109422001,63.74538461538461
314424110411201,69.22
314426109044001,218.9
314426111023401,36.0
314427111023501,41.29600000000001
314427112165801,217.39999999999998
314428109051001,189.835
314428109280101,421.4
314430109264601,459.3
314430109280601,9.55
314430110141301,135.0
314431109045501,189.79999999999998
314431110572501,250.45000000000002
314432109302901,42.0
314434109391601,242.94666666666663
314434109394601,225.6375
314434110414601,124.44999999999999
314434111025501,91.36666666666666
314435109371401,281.59999999999997
314435109381501,242.41166666666672
314435109384501,171.89
314435109431601,66.47882352941177
314435110245401,68.62285714285714
314435110374401,32.21
314435110421401,175.23999999999998
314435110535601,20.604999999999997
314435111025601,69.57727272727271
314436109290101,69.26666666666667
314436110010001,496.275
314436110535701,17.43
314436111015001,48.675
314437109424501,174.35000000000002
314437110301101,127.75
314437110414801,127.16666666666667
314439112222201,151.73571428571427
314440109284601,13.166666666666666
314440110220101,314.2
314441110311501,120.0
314442109265101,11.3
314442110461601,9.1
314442110540201,33.666666666666664
314445110542201,33.68333333333333
314445110542401,49.9
314445112053801,429.8333333333333
314446111022801,74.57142857142857
314447109484201,66.2
314447109540401,41.07
314448109540501,180.0
314448111023301,63.05
314450109534501,70.0
314450110400201,96.8
314453109052801,224.3
314454109035701,167.04333333333335
314454109500201,14.7
314454110311401,255.0
314454110433901,325.0
314454111023701,62.09250000000001
314455109535501,75.0
314458109305101,44.300000000000004
314458111071601,351.6090909090909
314500109235101,10.205
314501109435702,166.35
314501110195901,193.42857142857142
314501110424401,227.85000000000002
314502109310201,41.31666666666667
314502109384801,234.708
314502109391501,243.66250000000002
314502109394901,244.9375
314502109405001,202.8
314502109422101,168.05
314502109424201,154.3
314502109494901,23.5
314504109381301,238.38399999999996
314504109432001,161.4
314504112090301,358.6333333333334
314505109445801,172.36599999999999
314506109402101,265.45000000000005
314506109481601,69.0
314507109055801,179.7
314507109371401,321.375
314508109451601,257.7
314508110062801,393.6333333333334
314509109451401,262.6
314509110041101,360.05
314509110395201,105.1
314510109502401,42.76666666666667
314511110353001,35.48666666666667
314512109444401,187.16
314514109041301,178.23
314514109501501,296.4
314514110032601,385.125
314514111001601,192.4
314515111095001,167.625
314515111095101,168.14166666666668
314517109244201,10.01
314518110035801,412.6
314519109564101,443.2
314520109412101,211.4333333333333
314520111310101,22.599999999999998
314520111374001,24.1
314521109371401,323.35
314522110364201,35.2
314524110040001,399.025
314525111021001,131.15
314526109402201,234.72571428571428
314526111114901,178.7348148148148
314527109221201,7.6499999999999995
314527109365001,220.0
314527109381101,264.0
314527109430201,36.3023076923077
314527109475101,153.0
314527110530801,14.936666666666667
314528109382001,272.2925
314528109391801,283.13
314528109420601,127.96666666666665
314528109422301,88.0
314528109430301,95.48999999999998
314528109442201,108.0
314528109533001,135.325
314528110405201,153.625
314528110531401,104.0
314529109394801,304.73333333333335
314529109420601,58.20454545454545
314530110420201,235.55
314533109432501,170.0
314533110013201,38.862500000000004
314534109531501,109.45
314534110043701,335.2
314534111011801,31.3025
314534111020301,42.75
314537109042401,156.0
314537109534101,7.85
314537110230601,311.4
314537110361901,43.26666666666667
314537111020401,37.65500000000001
314538109534201,8.62
314539111530901,326.11
314540110370601,12.533333333333333
314540110444401,22.1
314541109392201,150.0
314541109540101,97.15
314542109403501,213.5
314542109403601,256.25
314543109435501,207.80000000000004
314544110395401,102.81
314545109032201,167.25
314545111012501,33.300000000000004
314547109042501,158.595
314548109554501,298.92
314549109435501,209.03333333333333
314549110493801,9.251666666666667
314550109433301,181.09999999999997
314552112200701,184.37222222222223
314553112180701,219.19636363636363
314554109541801,97.13333333333333
314556109415101,91.555
314556109422001,68.0
314556109430801,149.2
314556109432401,162.4
314557109392401,302.86220000000003
314557109402201,246.3
314558110175201,118.96
314600109395401,263.9
314600109435601,208.70000000000002
314600110093701,197.86068965517242
314600110134501,22.799999999999997
314601109392501,265.4870588235294
314601109590401,430.61
314602110533301,86.9
314603109103601,40.8
314606111011301,72.8776923076923
314607110424701,383.70000000000005
314608109435401,130.0
314608110533201,132.5
314608111000201,156.67
314610111014301,99.89999999999999
314614111020001,77.325
314617110134001,22.0
314618111284401,545.6266666666667
314619109402601,218.86400000000003
314619109405101,167.825
314620109385401,275.05
314620109413001,201.0
314620109415501,90.0
314621109395301,145.0
314621110385801,149.24285714285716
314622110514001,23.64428571428572
314622110523801,55.42999999999999
314622111005901,31.82
314624110524501,46.458333333333336
314625109455601,349.5
314626109340201,15.9
314627109392601,285.70666666666665
314628109432701,158.11749999999998
314628109485301,56.49000000000001
314628110430601,281.4
314629109071501,188.52499999999998
314630109334901,8.05
314630110503101,8.605
314630112180601,218.83846153846156
314631109544201,6.967142857142856
314632111134401,28.328750000000003
314633109402801,249.35
314633112170501,243.70000000000002
314634109400001,305.825
314635109410001,252.625
314635109435701,241.64999999999998
314635109435901,131.2
314637109092201,128.2
314637110491601,236.0
314638110423401,228.3
314638110450701,54.8
314639109492101,100.0
314639111305601,63.2
314641109593801,507.6
314642111241501,330.06692307692305
314644109335901,22.3
314644110490501,136.5
314644112170501,239.19636363636366
314645111011301,113.075
314646110492401,86.02
314646111011401,6.434374999999999
314646111015701,87.405
314648109385601,269.1
314651111380501,34.93333333333334
314652110383101,150.0
314653109041801,167.33333333333334
314653109395501,160.0
314653109555801,46.137499999999996
314654109392901,287.72166666666664
314657110405401,98.2
314657111271501,441.4416666666667
314658109433001,97.44857142857144
314658110340701,133.0
314658110341601,64.9
314700109245801,303.04999999999995
314700109410001,237.95
314701109481101,50.9
314701112183201,206.0
314702109501801,76.8
314702109501901,28.53333333333333
314702111024301,153.2
314703110440501,286.85
314703111304701,19.473333333333333
314704110360301,75.4775
314707110095601,137.13375000000002
314707110363401,26.599999999999998
314707111305401,92.7
314708111024401,190.5
314708112183301,212.608125
314709112170501,236.90833333333333
314710112173301,228.65666666666667
314710112180301,219.15
314711112190701,207.10714285714283
314713109432901,218.325
314713109434701,254.97500000000002
314713110162601,55.400000000000006
314713110294201,72.73333333333333
314713110314901,48.324999999999996
314714111005501,105.2
314714111312501,36.70666666666667
314715109430101,218.9
314715110023501,575.4
314716111113101,232.72708333333335
314718109393101,275.38000000000005
314718110413801,206.54333333333338
314719109395701,239.61333333333334
314719110383001,-28.69333333333333
314719111314101,23.77
314721111315101,105.0
314721111315301,65.0
314722109031501,135.83333333333334
314722109491801,60.05
314723111005201,45.69
314724109492001,63.05
314725111023201,208.2
314725112172001,234.03333333333333
314726109442101,252.4
314726112182101,214.33461538461535
314726112184401,212.56625000000003
314727109410701,117.85499999999999
314728109035701,128.17
314728109403501,269.8333333333333
314728109422001,175.4
314728111011101,84.64180722891565
314729111172401,376.0
314730109560601,20.1
314731109031301,154.0
314733110420701,287.25
314735109035101,118.8
314735112144501,272.2857142857143
314738110090601,218.50086206896546
314739109430101,170.75666666666666
314740109433301,211.23333333333335
314740109442301,284.375
314740110123801,25.151666666666667
314740111003701,128.03333333333333
314743111010701,54.05
314745111455301,617.6
314746109395901,255.52499999999998
314746110424701,356.70000000000005
314747109393401,262.14
314747111030801,299.76
314749109024401,148.0
314749109555901,14.275
314749111283501,510.0
314750109024501,149.05812499999996
314750109030401,147.0
314752109023701,152.9723809523809
314752111023201,260.8285714285715
314753109410701,181.07714285714286
314756109361201,157.0
314756110360601,35.672222222222224
314757109300401,454.8
314757111021001,252.0
314758109300301,452.23333333333335
314758109432901,212.4
314759109035601,130.21434782608694
314759110381001,132.37722222222226
314800111153401,18.79
314800112175501,225.91714285714286
314801112221301,159.4
314802109025401,147.94772727272732
314803111395001,42.0
314804109023701,137.7
314804109413801,139.11
314804111414401,16.7
314805111305201,89.9
314805111395001,42.0
314805111414501,18.2
314806109033701,106.0
314806109423301,194.13742857142853
314806110431701,425.2
314807109033801,96.0
314807109420701,70.17642857142857
314807109420801,183.88
314807110332301,159.64999999999998
314808109430001,160.79166666666669
314808110363901,54.12947368421053
314808112240001,7.0
314809109433501,212.19999999999996
314809111015701,258.84000000000003
314810109393601,211.64499999999998
314810109494801,32.06666666666667
314810109585801,12.549999999999999
314811109033701,76.0
314812110432601,407.15
314812111485503,460.69166666666666
314814110340301,66.454
314814110351701,3.7899999999999996
314814110411801,245.7
314814111485301,560.0
314815111020201,235.05
314816110411001,200.0
314816111101401,241.35999999999999
314818109014201,174.438125
314818109023001,152.54697674418603
314819109451601,314.75
314819111590701,379.22499999999997
314819112270401,211.6
314820109392901,85.98
314820109400001,184.61666666666667
314820109410701,214.6
314820110594401,29.69
314820111000901,133.94
314821110594501,120.55
314823111591001,393.55
314826109033001,128.47048780487802
314826110430501,487.05
314827109404301,217.47500000000002
314827111015801,247.95777777777778
314828109255201,12.2
314828111015701,215.83139534883713
314830110433101,471.1
314830111243101,324.0232203389829
314830111505803,349.935
314831109023201,155.46800000000002
314831111025901,320.4
314832109421001,169.4
314832109515001,29.05
314832109572301,61.60000000000001
314832111404701,10.0
314833109414101,166.1
314833109431001,213.4
314833109515301,32.15
314833111274001,446.2
314834109390401,237.0
314834110423701,407.9111111111111
314835109393701,213.98333333333335
314836109433801,241.9
314837109020001,173.74
314838109332501,241.03333333333333
314838111002501,61.005476190476216
314840109414001,165.2
314840112204201,197.38000000000002
314841110594701,63.23230769230769
314842109013301,144.35055555555556
314842111031001,321.79999999999995
314843110442601,497.3
314844111015201,189.43
314844111321201,22.466666666666665
314845109015901,142.87866666666665
314845109421001,135.29999999999998
314845111494901,427.0945454545454
314848109391601,220.3066666666667
314848110002301,146.53333333333333
314849109031801,122.85
314849110353901,-2.404
314850109032901,104.25
314850109555601,17.37
314850110010502,27.100000000000005
314852109033701,115.05999999999999
314853111093501,48.1
314853112331001,293.0
314854109025601,125.4457142857143
314855110001601,120.0
314856112332301,294.7
314857109021301,147.512
314857110591601,90.89
314858110452501,178.4
314858110595701,118.68571428571428
314859111003601,112.56699999999998
314900109405501,84.29285714285713
314900109405601,115.0
314900110442001,51.96
314901109430901,127.0
314901109440001,145.0
314902109383901,124.03
314902109414701,210.3
314902109415501,179.10000000000002
314902111325101,14.72
314903109410201,75.37333333333333
314903109411201,101.12
314903109412601,71.34
314903109422201,82.2
314903112123401,239.76666666666665
314904111323201,18.595
314905110000701,130.76666666666668
314905111322801,21.09
314906109383501,256.55
314906110592901,84.3
314907110451301,236.7
314908109033201,116.79636363636364
314908110195801,660.8
314908110195901,673.3
314908110451401,243.4
314909109010501,117.58933333333333
314909109023401,136.14333333333332
314909109411301,115.0
314909110003601,64.36666666666667
314910109020001,134.64063829787227
314911109014701,136.11833333333334
314911109050001,111.66000000000001
314911110004101,117.10000000000001
314911110351501,-0.18
314912109035001,88.0
314912109050101,142.47571428571428
314913109023501,157.31
314913109025901,119.2
314913109434101,205.454
314913110441201,47.696000000000005
314913110583401,157.96666666666667
314913111320701,99.63333333333333
314916110340401,133.20057142857144
314918110303801,122.5
314918110595301,90.3325
314918111130001,141.7
314920109422401,141.0
314920109433901,185.26999999999998
314920109503001,131.0
314920110004901,82.4125
314921109405601,188.95
314921111311401,18.419999999999998
314923109430401,77.41
314923110325301,72.61999999999999
314924110591001,102.3
314925109394501,191.145
314926109025601,86.0
314926109053301,261.24
314926109431101,89.0
314926110373501,109.69391304347825
314927109034201,67.0
314927110010301,608.9031250000002
314928109395801,109.38499999999999
314928109402701,85.53999999999999
314928109405401,148.47333333333333
314928109415301,184.6
314928109422101,180.9
314928111305201,38.650000000000006
314929109411001,153.78666666666666
314930111021401,347.175
314930111364001,12.0
314930111364201,6.0
314931109420501,79.0
314931111024801,345.95
314933109403001,113.56083333333333
314934109420801,188.9
314934110591901,95.49684210526316
314935109015901,127.40106666666664
314935110112701,32.05483870967742
314935110435901,39.5
314935110436001,37.9
314935111305001,31.327391304347824
314935111493301,654.3
314936109023501,121.44000000000003
314936110355301,60.535000000000004
314937109040601,65.0
314937110362301,97.06411764705881
314937111013101,294.0
314938111020301,294.0
314938111020701,325.95
314939111014901,275.85
314940109411301,100.0
314940110212301,246.82714285714286
314940111013001,267.2
314940111365001,11.5
314941110122101,0.0
314942110114701,11.966666666666667
314943110414501,130.66
314944109422301,105.33249999999998
314945109394001,180.98000000000002
314946109411401,101.345
314947110344701,27.863333333333333
314948110483001,351.6
314949109040001,98.38333333333331
314949109065501,527.9
314950109030001,107.0
314950109431601,115.53222222222225
314950110475501,355.8
314950110480301,26.049999999999997
314950112114801,247.6
314951109030701,109.60000000000001
314951111013401,250.0
314952109413101,189.5
314952109413701,71.43
314952110124401,27.5
314953109034301,100.95
314955109404101,217.425
314956109400501,177.4333333333333
314956109402601,171.51
314956109404501,190.93400000000003
314957109035701,91.0
314957110594801,108.65222222222222
314958109392801,227.03333333333333
314958110202801,750.1500000000001
314958110211501,212.76666666666665
314958110343901,37.67999999999999
314958110585801,132.46
314958110593801,140.23749999999998
314959109431801,85.0
314959110121301,55.75
314959110122001,20.0
314959110124901,5.5
314959110202801,756.8499999999999
315000109041701,98.68119999999998
315000109431001,78.29
315000111013501,291.9
315000111271301,389.175
315001109013201,102.89666666666666
315002109001801,66.0
315002109010301,110.251875
315002110323301,76.12
315002111013701,277.75
315003109022401,120.125
315003109385401,124.2
315003110335001,25.95
315004109384501,198.85
315004110212201,76.4
315005109035701,96.8
315005109460501,239.97
315005110122001,43.2
315005110124301,22.160000000000004
315005110212501,76.15264705882353
315005111395501,6.0
315005111592201,421.35
315006109451901,237.0
315006111272001,394.4
315007109411401,180.20333333333335
315007110415601,101.4
315007111271301,386.96875
315008110120301,0.0
315009109414301,120.0
315010109413701,192.7
315010111073601,59.1
315010111075401,12.7
315010111244501,284.80000000000007
315011110120401,70.0
315011110121201,50.0
315011110124101,22.76666666666667
315011110591701,83.846
315012109030401,109.02233333333334
315012109033201,69.0
315012109431501,201.0
315012110114301,90.0
315012110122701,31.2
315012110123601,24.566666666666666
315013109384301,188.29
315013111155601,39.378
315014109404601,113.2
315016109050401,207.76666666666665
315016111155601,53.496
315017110583801,49.94609756097562
315017111190401,82.4
315017111220701,433.50666666666666
315018109010901,95.0
315018110120401,0.0
315018110120801,51.09
315018110590301,80.48
315019110115001,83.02727272727272
315019110203501,406.25536585365836
315020109404401,163.975
315022111013201,349.26666666666665
315022111034601,185.2
315023109395001,112.59400000000002
315023110570201,335.0461538461538
315024109415701,215.53333333333333
315024111013301,337.95
315025109325601,6.0
315025109405601,220.825
315025109411401,101.9
315025109415001,212.46666666666667
315025110123601,22.32
315026110083101,380.615
315027109325601,236.45
315028110311601,146.95
315030109010701,110.29105263157896
315030110201001,92.0
315031110572001,241.0
315031110572201,277.5333333333333
315032110114901,71.05833333333332
315032110572301,279.78000000000003
315033111182101,23.76
315037109010401,122.73333333333335
315039109520501,17.950000000000003
315040111144001,108.0
315041109363101,277.175
315042109414301,191.41578947368424
315042110472301,271.6
315045109410301,185.12333333333333
315045109414301,77.74970588235293
315045109421801,91.89500000000001
315045110370301,69.1
315046109411601,102.03
315046110115001,0.0
315047109323301,251.0
315048110423501,37.36
315049110121901,28.5
315049110135101,22.0
315050110120201,40.825
315051109010301,118.85090909090908
315052109253401,5.3
315052109253501,5.21
315052109411001,221.92499999999998
315052110121201,0.0
315052111323401,20.4
315053109364501,259.59999999999997
315054109253101,7.025
315054109253401,6.99
315054110474201,61.1
315054112424601,131.2
315055109253501,30.9
315055111013601,323.59999999999997
315056109021101,86.23333333333335
315056111004101,299.66666666666663
315056111013801,330.4
315056112424301,97.37684210526315
315057110120201,0.0
315058109324301,4.46
315058109411401,101.85
315058110181901,140.0
315059110120101,0.0
315100109251701,23.142500000000002
315100109532101,30.2125
315100110583001,138.25
315101109532301,22.6
315102109252501,20.75
315102110311301,209.9666666666667
315102110595401,208.6573333333333
315103110414601,82.8488888888889
315104109252401,10.974999999999998
315104109292301,474.0
315104109311601,339.9
315105110583501,116.47625000000001
315106109291001,483.8500000000001
315106110583401,158.88888888888889
315107111013901,293.7
315108109344201,243.2
315109110121001,0.0
315109110482301,233.57999999999998
315110110000501,49.0375
315110110134301,0.0
315110110591301,124.66136363636365
315111110121001,37.150000000000006
315111110134301,5.275
315111110134401,0.0
315112109413901,215.73333333333335
315112110134301,0.0
315113110133801,0.0
315113110134101,4.89
315113111013801,310.0
315114110133701,0.0
