wellid,Measurements
325525111541401,36
325526109511701,1
325526110433801,31
325526110433901,2
325526110551401,1
325526111284801,9
325526111344001,2
325526111575201,22
325526111595401,43
325526112011901,2
325526112435901,3
325527109344001,1
325527109513701,2
325527109524301,1
325527110434701,2
325527111455401,2
325527111461901,1
325527111534601,3
325527111545301,6
325527111564901,2
325527111585201,1
325528109503201,1
325528109514101,2
325528110441801,2
325528110442601,3
325528111324301,6
325528111551701,14
325529109483401,1
325529109495401,1
325529109502401,1
325529109512101,1
325529109533901,1
325529111571101,18
325530109490101,1
325530109491301,1
325530110434001,2
325530111324101,3
325531109491801,2
325531109513701,1
325531109522701,1
325531111285301,29
325531111303601,5
325532109522001,1
325532111285201,5
325532111295101,2
325533109503101,1
325533110434701,3
325534109500901,1
325534111270801,6
325534111305701,3
325534111343201,1
325534111343601,1
325534112473501,2
325535109052601,2
325535109120601,1
325535110572401,1
325536109501201,1
325536109524001,2
325536111584701,7
325536112561601,1
325536113323801,1
325537109493501,2
325537114234401,1
325537114235401,1
325538109492001,1
325538109501201,2
325538112551501,4
325538112571901,1
325538113322401,1
325539112452501,3
325539113322301,2
325540109520801,5
325540111325201,1
325540112125001,9
325540112523001,28
325540113121201,2
325541109120201,1
325541109492001,1
325541111595301,1
325541112055501,28
325541112464001,2
325541112503501,2
325542109120601,1
325542109495001,2
325542109501201,1
325542109523001,1
325542112053301,32
325543109492301,1
325543112440201,37
325543112480801,7
325544109490701,1
325544109504001,1
325544112090101,21
325545109101201,1
325545109492001,1
325545111521001,1
325546109525101,1
325546113210901,1
325547109491201,1
325547109505801,1
325547109552901,1
325547111295301,7
325547111584701,6
325547112470701,4
325548109523601,1
325548109535901,1
325548111303401,6
325548111305601,3
325548111310401,7
325548111332601,6
325548111432101,1
325548111581801,8
325548112005301,1
325548112500301,3
325549109500601,4
325549111302101,5
325549111310401,7
325549111312301,4
325549111312901,4
325549111550101,3
325549111551601,1
325549112035601,1
325549112035701,1
325549112062501,6
325550111292001,4
325550111302101,2
325550111340301,1
325550111342901,1
325550111344001,5
325550111351601,8
325550111422201,9
325550112035601,3
325550112035701,1
325550112402001,3
325550113334601,16
325551109492401,2
325551109500501,1
325551111305501,1
325551111344001,3
325551112521701,9
325552110435401,1
325552110512901,2
325553109425501,8
325553109505001,1
325553109532701,1
325553111503001,1
325553111574901,8
325553112462101,12
325553112480901,3
325554111305201,57
325554111353501,8
325554111374601,7
325554112454301,2
325554112454401,6
325555109530201,1
325555109531901,1
325555111025801,1
325555111575001,9
325555112025401,1
325556109495101,1
325556110441001,1
325556112035501,1
325556112414701,2
325557109432501,8
325557109493601,1
325558109125301,1
325559109500501,1
325559111292301,9
325559112395501,3
325600109514101,1
325600111270701,1
325601109015601,1
325601109534401,1
325601109540301,1
325601111272101,5
325602109533601,1
325602111350001,7
325602111584901,4
325602112075801,4
325603109514501,1
325603111303601,5
325603112415501,2
325603112464801,16
325603112564901,2
325603112573201,1
325604109100201,1
325604112415101,2
325604112554801,2
325605111285801,8
325605112083601,6
325605112315001,29
325606111272101,1
325606112315101,2
325606113335901,2
325607109124101,1
325607109591301,2
325607111272101,1
325607111575001,6
325608109535901,2
325608112083201,2
325608112444101,5
325608112461001,2
325609109500501,1
325609109514501,1
325609111305301,4
325609111502601,1
325610109031001,1
325610111245101,14
325610112005601,1
325610112142001,8
325611109514501,1
325611111330001,6
325611112441001,1
325612110445501,1
325612111060201,1
325613110445201,1
325613110445601,3
325613111283101,4
325614109520401,1
325614109531401,1
325614110043401,2
325614111282801,5
325614111302101,5
325614111315401,2
325614111320501,7
325614111331201,5
325614112022401,7
325615109515901,1
325615109531401,1
325615111335801,1
325615111341301,6
325615111343001,7
325615112055801,8
325616109515501,1
325616111442201,11
325616112123201,1
325616112453901,1
325617109535201,1
325617111244801,55
325617111324001,7
325617111325701,1
325617111333301,3
325617111362301,4
325617111384201,2
325617111432301,6
325617111453001,5
325617111562001,7
325617111571801,4
325617111575001,6
325617111580801,4
325617112035501,2
325618111350401,8
325618111370501,51
325618111373501,1
325618111375601,1
325618111380801,34
325618111554401,1
325618111574801,4
325619109513901,1
325619111333301,1
325619113242001,1
325620109500501,1
325620109540801,1
325620113342801,2
325621108572901,1
325621109533301,1
325621111373101,1
325621111375201,6
325622109132201,1
325622111544201,28
325622111574701,1
325622112450201,1
325623109295801,1
325623109534901,1
325623111550501,1
325623112004701,4
325623112052601,2
325624109503401,14
325624109504901,1
325624109535301,1
325624111284701,8
325624112025101,8
325624112032001,4
325624112045501,1
325624112051501,1
325624112412201,3
325625109302501,1
325625109302701,1
325625109511901,1
325625111315601,3
325625112001401,1
325625112015301,2
325625112420501,1
325625612420301,2
325626109524301,1
325626109530801,1
325626112005101,3
325626112522101,13
325627109501901,1
325627109525601,1
325627110443301,3
325627111581901,1
325627111592201,3
325627112002201,1
325627112413001,2
325627112433201,14
325627112542701,8
325627112550101,1
325627113235301,2
325627113244201,3
325628109524901,1
325628111305401,6
325628111575001,1
325628112025001,8
325628112442601,3
325628113233201,4
325629109524901,1
325629109541701,1
325629111325401,6
325629111554701,5
325629111585001,5
325629112415101,1
325629112562901,2
325630109525401,1
325630112520501,7
325630113285101,3
325631109544801,1
325631111512901,1
325631113234001,2
325631113305601,2
325631113325601,2
325631113335701,2
325631113341201,2
325631113342801,1
325631113345801,1
325632112052401,2
325632112052501,2
325632112083001,6
325632112400701,4
325632112400702,4
325632113190301,2
325632113233201,4
325632113234401,1
325632113235301,4
325632113235801,2
325632113241601,11
325632113283701,16
325632113283802,5
325632113345801,1
325633109543801,42
325633109551201,2
325633110445901,1
325633111060703,1
325633111343901,4
325633111553801,1
325634109512301,1
325634109530601,1
325634111264801,30
325634111390401,1
325634111544301,1
325634112065601,1
325634113183101,1
325635109504301,1
325635111060801,26
325635111264801,3
325635112032001,12
325635112061201,7
325635112100201,2
325637109521101,1
325638109512201,2
325638109521101,1
325638109542401,2
325638111342701,1
325638112032001,28
325639111284801,3
325639111341401,6
325639111342801,11
325639111522101,56
325640111271901,5
325640111295001,6
325640111295101,4
325640111310801,5
325640111315401,10
325640111320201,10
325640111325501,4
325640111333401,28
325640111334501,35
325641109531301,1
325641109542101,1
325641111295101,3
325641113303801,2
325642109531401,1
325642111290801,1
325642111302301,1
325642111330101,14
325642111344201,5
325643109531501,1
325643109531901,1
325643109533301,2
325643109534401,1
325643111290901,1
325643111352201,2
325643111564201,2
325643111571201,8
325643112065701,2
325644109532501,1
325644109533001,1
325644111290800,4
325644111371501,2
325645109532601,1
325645112434801,2
325646109443501,2
325646109531101,1
325646109531201,1
325646111372401,6
325646111455701,4
325647111373101,1
325647111374001,11
325648111312801,1
325648111530501,1
325648113190801,1
325649109154201,1
325649111062801,1
325649111320701,9
325649111523801,4
325649112052501,3
325650109545001,1
325650109550201,3
325650112015201,4
325650112421301,6
325650112424501,5
325650112424601,2
325650112424701,1
325650112552701,43
325650112560001,6
325651111335801,4
325653109541601,1
325653111330101,7
325653111331201,4
325653112072601,1
325653112562901,1
325654110445901,2
325654111292001,8
325654111342801,4
325654112430401,3
325654112570001,3
325655109135001,29
325655111292001,2
325655111302301,4
325655112062801,3
325656111292201,13
325656112064801,37
325656112431701,1
325657109134401,1
325657109151801,1
325657112071601,1
325657112420201,1
325658109543601,1
325658111263301,3
325658111503001,3
325658111524201,1
325700109543801,1
325700109551001,1
325700111384201,6
325700112072601,1
325700112073601,1
325700112092201,1
325700112100101,1
325700112415901,47
325701112065901,5
325703111181301,1
325703111310401,4
325703111484601,1
325703111484801,4
325703111524101,2
325704109550001,3
325704109551501,1
325704111485001,4
325704111533801,1
325705111314301,8
325705111331201,22
325705111333601,6
325705112073101,1
325706110453701,3
325706111274701,7
325706111295101,2
325706111302301,7
325706111324201,7
325706111340701,3
325707111271801,37
325707111292001,1
325707111292101,16
325707111442101,4
325707111442301,4
325707111564401,7
325708109533501,1
325708109534301,15
325708112005101,5
325708113143001,12
325709111561301,6
325709111585201,8
325709112415401,3
325709112415501,3
325710109531901,5
325710109532801,12
325710109544901,1
325710111282101,1
325710111282201,9
325710111343201,8
325710111350901,3
325710111362301,6
325710111373001,7
325710111373201,8
325710111552501,4
325711111363801,31
325711111373101,1
325711111383101,11
325711112425501,3
325712111305401,7
325712111382201,1
325712111383001,41
325712111554601,1
325712112430101,2
325712113175201,1
325713111305401,8
325713111361401,13
325713111453101,5
325714111354701,6
325714111434301,1
325715113173601,1
325716109542101,1
325716111264401,1
325716111264801,1
325716111530701,2
325716111574801,4
325716112005001,1
325717109535001,2
325717109535601,1
325717109552101,3
325717111265101,8
325717112045401,6
325717112045501,3
325717112052501,1
325717112063001,5
325718110454501,1
325718112051301,1
325718112051401,1
325718112415501,2
325718112542501,3
325719111180901,5
325719111315601,9
325719111552401,8
325719112035301,3
325719112430801,3
325719112552701,4
325720109180901,1
325720109551701,10
325720112001701,4
325720112032901,1
325720112570001,6
325721113182201,1
325722110450001,1
325722111531101,1
325722111560701,1
325722113182801,2
325722113183801,2
325722113311801,1
325723109553201,4
325723110583301,1
325723112032501,1
325723113182001,2
325723113324201,2
325723113331901,2
325724109534701,18
325724109542901,1
325724110090901,1
325724110555001,1
325724111353601,2
325724112002901,8
325724112002902,1
325724112414501,4
325724113182301,5
325724113184101,1
325725109534001,2
325725109544901,2
325725109550901,9
325725111353601,4
325725112012501,1
325725112055601,1
325725113283001,5
325726109540501,4
325726109542001,1
325726113173001,1
325727111170301,1
325727111555401,6
325727112072601,13
325728111385701,1
325728111444901,43
325728112065701,6
325728112072601,1
325729110451201,2
325729110451301,1
325730109534001,1
325730109545201,1
325730109553101,1
325731109550001,14
325731111261801,4
325731111295401,1
325731111340301,9
325731111580401,1
325732109544101,5
325732111175201,1
325732111190601,24
325733111185801,1
325733111281801,8
325733111292001,1
325733111334401,1
325733111445701,16
325734109545901,2
325734111184101,2
325734111291901,7
325734111322701,6
325734111372001,5
325734112045401,5
325735109543801,7
325735111233901,1
325735111312801,1
325735111350501,4
325735111352301,6
325735111442101,6
325736111320001,7
325736111343001,1
325736111343201,1
325736111580001,3
325736113174601,3
325736113212601,1
325737111354201,3
325737111361501,5
325737111573401,8
325737112414701,1
325738109542401,1
325738113181501,3
325739109532201,7
325739109535301,4
325739109543801,5
325739109545401,2
325739109552101,5
325739111315901,6
325739111370801,1
325740110065801,1
325741109534101,1
325741109545701,4
325741109560701,1
325741112015201,10
325742109560901,47
325742111261201,8
325742111332601,1
325742112052601,7
325742112354601,32
325742112354701,8
325742112404001,4
325742113213001,1
325743109541001,1
325743109542601,1
325743109542701,5
325743109553701,3
325743110452601,1
325743111261701,6
325744111330701,5
325744111534301,18
325745110064101,2
325745111362101,2
325745111554501,1
325745111594201,13
325745112021701,5
325746111363701,6
325746111363801,6
325746111363901,1
325746111595201,52
325746113171601,5
325747109551901,12
325747110453001,2
325747111332401,2
325747111372701,6
325747111432201,2
325747112052401,1
325747112081301,1
325748109531901,1
325748111343901,6
325748112045101,28
325748112062801,3
325748112412501,7
325748113163501,1
325749109535101,1
325749111370901,8
325749112004501,4
325749112045201,6
325749112413401,2
325750109123401,1
325750110453001,10
325750111383801,5
325750112005101,1
325750112020201,3
325750112034801,6
325750113172201,5
325750113173001,1
325750113173701,5
325750113174602,1
325751112414501,2
325752111443201,3
325752111544501,7
325752112072601,1
325753109550701,1
325753110453301,1
325753110460801,3
325753111201601,7
325753112065901,7
325754109550501,1
325754109550502,2
325754110451801,2
325754111260401,5
325754113492401,1
325756111284501,1
325757109064501,1
325757109545701,1
325757109550501,1
325758110034901,2
325758111261701,2
325758111281901,8
325758111341301,1
325758111341401,6
325759112035101,8
325800110035501,1
325800111202001,6
325800111350202,1
325800111541201,1
325801111383701,7
325801111565501,2
325801111572401,4
325802110050601,2
325802111070201,2
325802111343801,1
325802111355201,2
325802111563001,4
325802111564101,4
325802111582201,3
325802111585301,3
325803109531801,2
325803111284701,1
325803111355101,7
325803111561901,3
325803111562901,1
325803112415801,2
325804109531901,2
325804109545401,1
325804111350501,6
325804111350701,1
325804111354701,3
325804112410301,5
325805110030201,2
325805113202901,2
325806109530701,1
325806109550701,1
325806112414401,3
325806112420101,3
325806113202601,2
325807111261601,69
325808109543001,1
325808109543101,2
325808109543901,1
325808110460901,1
325808113202801,2
325809109542501,1
325809110464001,1
325809111594601,6
325810109535001,21
325810109550601,1
325810109550901,3
325810110461601,18
325810111582401,2
325810111585501,1
325810112084801,1
325812109533401,1
325812111353601,7
325813109551301,1
325813111323001,1
325813111360401,4
325813112045101,5
325813112055001,1
325813112345301,38
325814111545801,5
325814111571801,1
325814112042101,3
325814112055101,1
325814112060601,3
325815109550001,2
325815112031901,3
325815112431701,3
325816112423101,1
325816112441801,4
325816112473101,36
325817111544301,2
325817112002001,4
325817112004801,1
325817112031801,6
325817112433401,10
325817112443601,1
325817112460901,1
325817112465401,5
325818111291901,19
325818112065701,1
325819111451901,7
325820112055401,4
325820112420201,10
325820112443401,8
325820112453701,5
325821110455001,1
325821111332601,3
325821112045201,1
325821112410901,1
325822109503601,42
325822111362301,7
325823110455701,1
325823110463301,23
325823111255601,3
325823111342801,5
325823111360601,2
325824111282101,1
325824111292201,2
325824111335801,7
325825112075001,1
325826111264101,4
325826112591401,1
325827110410901,1
325827111460201,1
325827112473201,1
325827114274901,1
325828111243301,3
325828111350201,5
325828111354901,4
325828112450901,5
325829110460301,2
325829111272201,8
325829111292501,1
325829112032001,2
325829112412201,3
325830109534001,7
325830111363801,2
325830112404501,32
325830112405501,4
325831110011801,1
325831110431501,2
325831110470901,2
325831111353502,4
325831111353601,1
325831111373101,1
325832109120801,1
325832111370501,3
325832111374802,2
325833109533701,1
325833109550001,1
325833110011101,1
325833112080401,40
325834112042201,4
325835109553601,13
325835111350801,2
325835112481301,3
325836109545601,1
325836109552101,1
325836109562301,2
325836110455901,1
325836110471701,1
325836111464901,2
325836113183801,1
325837113183601,1
325838111285101,1
325838111285201,11
325838111340701,5
325838111361701,3
325838111583801,1
325838112065701,1
325838112411201,1
325839110012201,1
325839110094701,1
325839111164301,6
325840109545401,1
325840111340301,1
325840111551501,33
325840112023301,4
325841109534101,6
325841114155401,24
325842110460601,1
325842110460701,2
325842110463801,3
325842111383801,5
325842112022001,2
325842112062401,1
325843111261901,9
325843112005001,3
325843112463901,2
325843113183801,1
325844109535401,1
325844109542501,7
325844111161001,1
325844111253701,6
325845113151301,1
325846110470301,1
325846111212401,1
325846111213001,6
325846111360301,8
325847109534601,3
325847111335701,10
325848110471801,1
325848111251101,32
325848111332801,6
325848112403401,5
325849111315701,8
325849111321202,6
325850109535101,2
325850109550401,1
325850111302001,5
325850113201201,1
325850113201202,1
325851110460901,27
325851111302001,1
325851111302101,1
325851111305101,2
325851112073501,1
325851112491401,1
325851113192301,2
325852109540301,2
325852110460901,5
325852111315701,1
325852111343201,2
325852111350001,2
325853109561001,1
325853111242401,5
325853111322101,1
325853111330101,1
325853111332901,6
325853112090001,3
325853112090201,7
325853112451301,2
325853113135801,2
325853113192301,3
325853113200301,1
325854110473301,2
325854111251101,5
325854111322701,3
325854111324301,6
325854111585001,1
325855111161701,1
325855111212901,1
325855111322801,6
325855111360301,1
325855113293201,3
325857111354301,1
325857111413301,1
325857111541501,5
325857113152301,1
325857113302601,4
325858109562801,1
325858111185901,2
325858111310101,1
325858111361300,1
325858111544701,17
325858112090001,1
325859109121201,1
325900109551701,1
325900111541801,5
325901109553601,3
325901111554001,3
325901112100401,33
325901112483001,11
325901113201101,1
325902110470401,1
325902110470701,2
325903109543301,1
325903111185501,1
325903111375501,4
325903111594501,6
325904109550801,6
325904110475901,2
325905112025701,6
325906111190601,10
325906111324501,3
325906111594801,2
325906112025701,13
325907111581201,2
325907111594701,9
325907112420901,4
325907112433601,1
325907112434901,6
325907112462301,3
325907112481601,5
325907112483101,6
325907112483301,1
325907112483401,3
325907112543001,16
325908109411601,1
325908110083401,1
325908111331301,8
325908111355701,48
325908111554001,1
325908112032001,5
325908112035001,11
325908112042101,1
325908112042301,1
325908112042401,3
325908112055701,4
325908112401901,3
325908112434901,26
325908112464501,11
325908112464701,16
325908112522401,12
325908113173901,1
325908113180701,1
325908113182108,3
325908113241701,1
325909112035001,5
325909112062501,1
325909112062701,6
325909113303201,5
325910110470801,1
325910112045201,1
325910112045401,2
325910112055001,7
325910112401901,8
325911112075801,16
325911113195401,1
325911113195402,1
325912109543501,1
325912110455601,2
325912110455701,7
325912112412801,4
325913111244501,1
325913111245501,4
325913111251101,2
325913111553901,5
325913113201601,1
325914111251401,2
325914111272201,1
325914111322801,1
325914111331601,1
325914111554001,6
325915109551601,1
325915109552001,1
325915111334401,8
325916109553401,1
325916111272701,6
325916111274801,1
325916111343301,3
325916113243501,2
325917110482201,1
325917111312501,1
325917112412001,1
325917113181701,3
325918109542601,1
325918109552001,1
325918111314301,3
325918112525501,2
325919110470201,1
325919111270001,1
325920112533201,35
325920113200501,1
325921110460001,1
325921110470201,1
325921110482701,2
325921111352901,5
325921111353401,5
325921111360201,2
325921112481801,4
325921113195501,1
325922111353301,6
325922111360101,1
325922111534501,1
325922112420101,1
325922113195601,1
325923110360501,8
325923111373901,6
325923111375801,2
325923112042001,8
325923112483001,1
325923112483201,2
325923112484001,12
325923113195501,1
325923113195502,1
325925109543501,4
325925111002601,1
325925113181601,2
325926110000601,1
325926111312801,4
325926113291701,1
325927109560101,2
325927110465601,1
325927111315501,2
325927113181701,1
325928109562301,2
325928111263001,1
325928111554401,32
325928112434801,1
325928112434901,1
325929109552501,1
325929109554201,1
325929111285601,8
325929111302501,1
325930109124301,1
325930110484301,1
325930111332901,3
325930111343501,1
325930111343601,1
325930111454101,3
325931109574501,1
325931111350201,3
325932111244001,6
325932111522101,2
325932112023401,5
325933111235401,1
325933111235402,1
325933111235403,1
325933112412601,1
325933112492501,3
325934111285301,1
325934111594901,1
325934112055601,8
325934112401301,3
325934112412501,1
325934112420201,7
325935111262001,1
325935112022201,6
325935112102501,4
325935112492401,6
325936109151201,1
325936113230101,1
325937111085701,2
325937111244401,5
325937112105501,3
325937112420301,39
325937113181701,5
325938109543401,4
325938113181801,1
325938113225201,1
325940111241001,39
325941109594001,1
325941111162701,7
325941111343301,1
325942111322701,14
325942111343201,1
325942112484601,2
325944111275001,35
325945111275101,34
325946109534801,1
325946111305701,1
325947111292401,5
325947111295501,1
325947111295601,7
325947111315301,2
325948109545401,11
325948111350201,7
325949111544001,2
325949113293201,5
325950110491501,1
325951109550901,1
325951111343201,2
325951111544202,1
325951113174401,3
325952109562501,1
325952110455101,1
325952110455801,1
325953110490401,1
325953111291101,8
325953114292201,1
325954109550601,4
325954109551401,2
325954111201801,5
325954111275401,1
325955112002201,3
325955113083301,2
325956109545601,6
325956109562201,1
325956109564701,2
325956110484801,1
325956111551701,8
325956112063301,1
325957111281501,4
325957111561101,4
325957111563601,6
325957111594701,8
325958111343301,7
325958111554201,4
325958111585001,4
325958112022001,3
325958113253001,5
325959111311901,1
325959111343201,3
325959111574601,6
325959111585701,7
325959112395401,6
325959112403401,1
325959113173901,4
325959113294501,2
325959113295801,3
325959113300701,6
325959113301401,19
325959113303401,6
330000111334201,7
330001111085501,1
330001112002001,26
330001112004101,7
330001112004301,6
330001112070101,18
330001112070301,1
330002109105701,1
330002112005001,3
330002112071701,1
330002113181301,1
330002113181701,1
330002113225601,21
330003111202301,1
330003111581201,4
330003112012001,4
330003112405901,1
330003113220801,2
330003113222001,2
330004109174001,1
330004109552701,1
330004110464001,1
330004111282501,1
330004111282601,1
330004112113701,4
330005111275701,4
330005111332401,8
330006111544301,1
330006112492001,1
330007109565301,2
330007112004201,1
330007112004301,4
330008109555601,1
330008111325801,1
330008111332601,36
330008111342801,1
330008111343301,9
330008111584501,32
330009110473001,1
330009111201901,1
330009111235601,6
330009113083101,2
330010111325601,6
330010112070301,1
330010112505201,24
330010113301501,1
330010113302301,3
330011110500701,1
330011111202301,1
330012109552601,1
330012111301701,6
330012111311301,5
330012111590901,3
330013111282401,5
330013111285801,3
330013111294001,6
330013111300201,9
330013111324501,1
330013111380601,2
330014111263501,2
330014111312101,5
330014111594701,7
330014113223001,4
330015111285501,2
330016109163701,28
330016111283601,2
330016111291301,4
330016113082401,3
330017112072501,1
330017112072601,1
330017112411301,3
330018109545301,11
330018111284601,1
330018111285501,5
330018111290201,3
330019109590901,1
330019111551501,8
330020109563901,1
330020111574701,2
330020112394901,37
330021109545001,5
330021109553401,1
330021109563701,1
330022111240901,1
330022111275901,1
330022112001701,6
330022112403301,1
330023109585901,1
330023111234701,6
330023111275901,4
330023111313701,5
330023111554601,1
330023112505201,32
330024109554701,1
330024109570001,1
330024110493601,1
330024111251401,7
330024111313801,1
330025109034501,1
330025112004501,4
330025112012401,1
330025112491901,5
330025113082001,3
330026111261801,1
330026111275401,5
330026111544301,10
330026112065901,4
330026112315901,2
330026113202001,1
330026113220501,1
330028109090901,1
330028111251701,8
330028111282301,6
330029109544801,35
330029109545001,1
330029111282201,3
330029112413501,1
330029112413601,1
330030111195301,1
330030111554701,4
330030111561001,5
330030112012201,6
330030113082201,2
330031109560601,1
330031109571101,1
330031113031401,1
330032109561101,2
330032109585901,1
330032111263901,4
330032111271701,1
330033111261201,3
330034109560301,1
330034111581201,6
330035109560701,1
330035111234701,1
330035111353701,1
330036111234701,3
330036111242901,3
330037111551201,1
330039111300701,1
330039111302301,11
330040111035301,2
330040111381401,1
330040111595101,1
330042110060301,1
330042111584701,2
330043111311101,1
330043114233501,1
330044109552301,1
330044111231001,4
330044111311101,3
330045109555301,1
330045109555801,2
330045113153101,1
330046112361401,2
330046112393701,6
330047109132701,1
330047109561101,1
330047111282201,45
330047111304101,1
330047112361401,30
330048111310101,2
330048111584701,1
330049109571401,1
330049109582401,1
330050111312401,3
330050111312501,5
330051111554401,3
330051111591401,1
330052109580801,1
330052111231301,4
330052111343101,7
330052111561301,1
330052111571101,7
330052111572901,4
330052111574601,4
330052111580701,3
330052112020501,2
330052112073001,6
330053109591201,1
330053110005801,2
330053111261701,1
330053111571201,1
330053111571501,1
330053112022001,3
330053112024801,21
330053113202501,2
330054111204901,1
330054111254601,1
330054112001901,11
330054112005101,8
330054112010601,6
330054112070201,1
330054112494601,3
330054112522901,1
330054113303401,3
330054114143501,10
330055112015201,5
330055112071901,16
330055113125001,2
330055113131101,3
330056109134201,1
330056111205101,1
330056111350101,6
330056112022401,7
330056112070301,9
330056113300701,3
330057109555601,1
330057110470101,1
330057111230901,5
330057111251401,1
330057111261901,6
330057111564301,2
330057112074201,9
330058109583601,1
330058111253201,5
330059111254101,1
330100111254701,5
330100111284201,2
330100111340101,6
330101111585701,5
330101112395501,2
330102109575501,1
330102109582701,1
330102111270801,2
330102111322501,2
330102111564401,7
330102111564501,3
330102112122801,5
330103112392801,7
330104111265301,4
330104113210001,1
330105113171401,1
330107112000501,4
330107113202701,1
330108111282301,2
330108111284001,5
330108111594601,4
330108113301201,2
330109111254801,6
330109111561301,5
330110109583901,1
330112109570801,2
330112109573701,1
330112109582201,3
330112109583201,1
330112109585601,1
330112111322601,1
330112113303301,5
330113109562001,34
330113111285401,8
330114111591701,1
330114112504701,9
330115109145501,1
330115109145601,1
330116111345901,3
330117109573101,1
330117111263301,3
330117111312201,1
330117111561001,3
330117112024801,5
330117112032101,1
330117113072601,1
330118111322801,1
330119111323001,1
330119111554101,7
330119112022001,1
330119112025501,1
330119112514801,2
330120111242501,39
330120111322801,1
330121111380501,1
330121112010601,5
330122112070301,3
330123111254901,9
330123111255901,1
330123111292701,5
330123112392101,4
330123112502501,1
330124109572501,1
330124109572801,1
330124112502501,1
330125109573101,1
330126111220701,6
330127112474501,1
330127112543301,15
330128109572301,12
330128109572401,30
330128109573001,1
330128109573801,1
330128109574301,1
330128113072701,2
330128113303401,6
330129109082201,1
330129109572801,1
330129111221501,1
330129111243201,1
330129113075901,2
330130109573201,1
330130113034801,1
330130113035901,2
330130113072601,1
330131111235501,3
330132109575501,1
330132112395501,5
330132112511601,15
330132112554801,8
330132112555401,3
330132113074601,1
330132113303701,1
330133109572101,1
330133109583801,2
330134111554301,1
330134112002001,8
330135109583801,45
330135111231701,9
330135111383401,1
330136109572101,1
330136111031101,2
330136111214301,1
330137113034901,3
330138112553701,7
330138113304001,5
330139112560401,4
330140109572301,1
330140109591001,1
330140113140901,28
330141109590101,1
330143109580301,1
330143111233201,10
330143111325501,1
330143111330301,7
330143112003001,6
330143112070501,5
330143112565201,5
330143112574701,5
330143112582201,39
330144110044001,2
330144111273001,2
330144111275401,4
330144111283201,12
330144111570601,1
330144111594501,7
330144112015001,5
330144112022001,5
330144112051801,3
330144113305701,4
330145111553801,2
330145111564001,2
330145111574201,3
330145111591401,6
330145111594601,8
330145112012601,9
330145112071801,6
330145112414401,2
330145112550201,6
330145112573901,17
330145113033401,3
330145113232701,21
330145113233701,25
330146111292301,37
330146111295401,11
330146111564101,4
330146111574301,4
330146111581301,7
330146113222601,3
330147111584401,34
330147112005001,55
330147112082401,1
330147112083501,6
330147112230201,22
330147112395501,1
330147113165101,1
330147113171501,1
330148111572101,32
330148112014401,7
330148112024601,4
330148113170301,2
330149109571801,1
330149111344501,3
330149112295901,1
330150111560801,3
330151109590201,1
330152111272501,1
330152111302401,6
330152111325701,3
330153111214201,6
330153111281001,3
330153111350801,1
330153111350901,6
330153112391501,2
330154109591101,1
330154111180401,3
330154111344701,3
330155109571401,1
330155109572501,1
330155113024601,1
330156113025101,1
330156113050201,1
330157109564601,1
330157111563801,4
330157111594501,8
330158111013001,1
330158111241601,2
330158113045301,1
330159113222401,2
330200109565101,1
330200112170501,1
330200113024701,2
330201111231601,1
330202109572901,1
330202110074101,1
330202111313101,3
330202111333101,7
330202113032101,53
330203111360001,7
330204109574401,1
330204110524201,2
330204111273702,3
330204111292401,28
330204111353201,6
330205109575401,6
330205110130001,1
330205111270501,3
330206109584601,1
330206110030901,1
330206111225301,4
330206111225401,1
330206111225601,6
330206111261901,1
330206111270501,4
330206111343301,3
330207110040501,2
330208111211401,5
330209109570301,6
330210109574901,5
330210110130201,1
330210112025101,2
330210112032001,6
330210112065901,5
330210112071201,6
330211111574301,2
330211112003501,2
330211112014801,5
330211112031801,5
330211112553601,2
330212111563901,4
330212111595401,6
330213111571101,2
330213112414401,3
330214109591301,1
330214112003501,2
330214112395501,10
330214112492701,4
330214112492801,23
330215109574501,2
330215109574601,6
330215111145701,2
330215111210901,8
330216111292401,4
330216111315301,5
330216113180501,3
330217113174201,6
330218109562001,1
330218109584201,1
330218109591101,2
330219109574801,1
330219111210301,5
330219113175801,3
330220111290901,9
330220112021101,11
330221109575001,1
330221111322801,4
330221111465801,3
330222109574101,2
330222111261101,1
330223109590101,2
330223110530301,1
330223112033401,4
330225109585301,2
330225113034901,1
330226109585301,3
330226112003001,10
330226112025301,2
330226112390401,2
330226112494801,4
330226113025801,1
330227110531201,2
330228110531001,1
330228112032101,4
330228113024401,17
330229110530801,2
330229111362901,7
330230111265101,4
330230111373101,3
330231109583701,2
330231109585701,5
330231109592301,1
330231109592401,1
330231111261901,1
330231112004501,5
330232109592401,1
330232110034301,3
330232111203801,6
330233109573001,2
330233113035101,1
330234111203901,1
330234113171601,3
330235109585701,2
330235110034201,2
330235111252101,32
330235111282301,3
330236111283801,5
330237109572601,1
330237111563801,1
330237111582701,2
330237111584401,8
330237111584402,3
330237112083301,5
330237112395501,5
330237112413601,3
330237112414901,5
330238111553701,16
330238111560801,2
330238111574101,2
330238111575401,6
330238111581301,17
330238111581302,1
330238111591401,5
330238112021901,1
330238112022001,7
330238112081801,2
330238112082001,1
330238113171401,1
330238113185301,6
330238113185801,4
330238113224101,2
330238113230601,6
330239112155201,50
330239113171401,2
330239113232801,12
330239113243001,4
330240109575501,4
