wellid,Measurements
321818109265601,3
321818109485301,1
321819109563201,13
321819110592201,3
321819111021601,4
321820110493101,1
321820111000001,1
321822109504001,2
321822110480001,4
321822110493501,1
321822110522401,1
321822112025701,3
321823109253801,1
321823110485001,6
321824111020901,29
321824111191701,14
321824111202001,24
321825109265601,3
321825109551701,6
321825110590201,31
321825111010501,2
321826110484301,1
321826111004901,2
321827109553401,5
321827110231901,1
321827110484801,1
321828109505701,15
321828111014401,26
321828111031001,24
321829109184401,4
321829111004401,43
321830109165001,22
321830109184601,7
321830110583201,63
321830110585701,30
321830111021201,10
321832111011201,16
321834109543001,74
321834109553901,1
321834110583601,1
321834111024001,3
321835109495201,2
321835111025401,7
321835111032001,2
321836109525201,1
321836109560101,4
321836111021301,28
321836111142001,1
321836111155101,2
321837111064701,1
321838109520001,6
321838109522901,1
321838109532801,6
321838110114301,7
321838111301201,3
321839109514501,1
321840109531701,3
321840109531801,2
321840109554301,5
321841109514501,3
321841109530301,3
321841110201501,7
321841111020701,9
321841111021001,14
321842109470001,2
321843111010001,1
321844109475401,5
321844111005201,1
321844111011201,7
321844111014101,4
321845109471301,1
321845110231401,1
321845111004501,5
321846110592801,2
321847110063801,5
321848109471201,10
321848110163501,6
321848110212101,25
321849109313401,16
321849109405901,2
321849109553901,4
321849110063201,5
321850109265701,4
321850111150201,3
321850111213501,1
321851109291301,1
321851109343301,1
321851109405801,2
321851109475301,1
321851110063501,2
321851111112601,40
321851111114001,12
321851112401801,2
321852109543801,1
321852110232301,5
321852111122401,1
321853109563601,1
321853111041701,29
321853111165803,35
321853112143801,1
321854109245901,1
321854109261601,4
321854109532101,1
321854110162501,1
321854111031801,13
321855109272601,19
321856110493301,1
321857109165901,1
321857109170101,61
321857111022001,2
321857111130501,1
321857111202101,14
321858110231701,5
321859109512801,4
321859110575401,1
321859111075101,2
321859111132101,2
321859111155101,2
321859112023401,2
321900111014001,1
321901109404601,2
321901110492701,3
321901110493501,5
321902109270001,5
321902109524301,1
321902109560601,3
321902110492001,4
321902111024401,13
321903109533101,3
321903109540301,2
321903111125801,1
321904111091401,1
321904111140801,2
321905109300001,14
321905109550401,8
321906109534701,3
321906109541601,4
321906111180401,2
321907109285901,6
321907109512801,12
321907109541701,1
321907110581101,1
321907111065001,1
321908109553401,4
321908111014301,13
321908111141701,3
321908111151501,1
321908111152501,1
321909110131601,3
321909111175501,1
321910109294101,1
321910110233701,4
321910111014301,4
321910111141101,1
321910111262201,1
321911109514701,3
321911109553401,3
321911110232901,1
321911110233801,2
321911110593901,12
321911111254501,1
321912110233901,3
321912110234301,1
321912110234601,1
321913109492601,2
321913110234701,2
321913110241701,4
321913111150701,1
321913111190701,4
321913111215901,1
321914109553001,5
321915111213001,34
321915111215101,4
321915111273001,5
321916109295501,1
321916111201701,16
321917111035301,24
321917111042201,1
321917111191801,25
321917111194801,33
321917111202001,36
321918109294201,1
321918109294301,2
321918110575901,32
321919109523001,1
321919109530201,3
321919111001301,29
321919111191701,16
321920111021601,48
321920111103301,1
321921110494301,5
321922109523001,4
321923109473001,1
321923109535901,1
321923111040301,37
321924109472901,1
321924110280701,3
321924111051901,1
321925109560501,5
321927109553001,1
321927110323801,1
321927111024701,27
321927111055101,3
321927111133101,3
321928109444701,3
321928109530201,4
321928111045601,20
321929109542101,4
321929111002401,13
321929111070601,21
321930109290801,2
321930109292401,2
321930109514701,5
321930109532901,6
321930109533001,12
321930109542001,3
321930109543401,4
321930111133901,1
321931109251901,3
321931109255401,3
321931109255501,30
321931109265701,4
321931109272501,4
321931109290701,2
321931109502801,1
321931109525001,3
321931109532301,4
321931109550301,5
321932109295901,4
321932109300301,3
321932109515901,5
321932109522301,3
321932109530101,1
321932109565401,1
321932110241001,2
321932112021601,2
321933109513001,3
321933109515801,2
321933109521401,4
321933109522301,4
321933109535801,5
321933109545001,5
321933109553401,4
321933109563701,1
321933109563901,1
321933110511501,1
321933111031701,1
321933112021501,1
321934109533401,4
321934110101801,3
321934110511401,1
321934112564501,1
321935109282701,1
321935112513801,1
321935112564901,1
321936109464601,11
321936110241401,1
321936111131001,22
321936111132001,8
321936111301201,1
321937109295901,1
321937111160101,1
321938109254201,1
321938111130801,4
321938111293201,1
321939109272501,1
321939111040301,1
321939111130001,5
321940109131301,3
321941109131201,5
321941109551701,1
321941109553101,57
321941109553201,1
321941111064801,1
321942109551801,2
321942112560301,1
321944109523001,1
321944110241801,6
321945109551801,3
321945110243101,4
321945111024701,21
321946111045701,21
321946111292501,1
321947109162001,5
321947110592301,2
321947111024601,2
321948109162201,11
321948109523001,1
321948111044601,10
321948113010901,3
321949110070001,4
321949110242301,1
321950112553501,1
321951110242401,3
321952109541801,4
321952110242001,1
321953109515701,1
321954109125101,1
321955109285301,1
321955111041601,2
321956109555501,6
321956111051001,1
321956111061001,1
321957109541701,2
321957111040801,2
321957114164201,2
321958109522701,3
321958109532001,3
321959109533201,3
321959109542001,2
321959109545001,4
321959109545901,3
322000111130201,1
322001109543101,1
322001109564901,5
322001110105501,3
322001111024201,3
322002109515601,1
322003110070101,4
322003110242501,5
322003110283701,42
322004110082801,3
322004110583804,4
322004111031701,2
322004111032501,1
322005111192001,2
322006109573701,6
322007109502901,4
322008109431201,5
322008109523401,57
322008111195201,23
322008111213401,25
322009111040801,1
322009111191801,35
322009111195801,33
322009111202001,9
322010110321601,2
322011111045401,7
322011111125201,13
322012109285801,3
322012110585301,3
322012110593801,8
322012111033401,1
322012111034101,4
322012111043501,1
322012111044901,18
322013110584001,3
322013111024601,21
322014109550001,4
322014111115801,1
322014111190401,2
322015111053701,30
322015112510001,2
322017111043001,6
322018109503901,4
322018109521301,1
322018110585401,6
322018111025001,1
322018111030201,23
322019109514901,29
322019109541701,2
322019110593301,6
322020109505301,3
322020109521901,1
322020109544801,23
322020110010201,3
322021109545901,1
322021109553501,4
322021111082501,1
322022109215001,10
322022109532901,1
322022109541701,13
322022109543101,3
322022109551001,1
322022109552401,1
322022110245501,1
322022111030201,23
322023109295901,3
322023109491501,1
322023109513301,3
322023109535801,1
322023109551301,4
322023110270601,6
322023111275201,4
322024109511801,1
322024109513301,1
322024109515501,4
322024109515901,12
322024109535801,1
322024111032101,8
322025109265701,5
322025109274501,23
322025109274601,5
322025109302101,1
322025109303101,6
322025109491501,6
322025109515901,2
322025109551901,1
322025109553501,5
322025111033101,27
322027109553001,2
322028109543201,1
322029109274301,1
322030110245501,6
322030110250601,4
322031110245601,1
322031111025801,9
322031111044201,1
322032109520401,5
322032111061701,4
322033109543701,4
322033111022401,7
322034111014801,22
322035109285901,1
322035109530601,3
322036109530501,3
322036109530601,1
322036109530701,1
322036109563501,4
322037109543401,4
322038109550301,4
322038109553501,6
322038109560601,4
322038109563201,12
322038110014801,2
322038111034301,1
322039109592201,4
322039110593901,8
322039111034701,1
322039111035101,1
322040109412901,2
322040109530301,2
322040112110301,6
322040112502301,1
322041110081601,2
322041110093301,1
322041111215701,27
322042110251801,2
322042111034501,6
322043110081701,3
322045109560201,1
322045111014501,1
322045111044701,5
322045111215901,1
322046110590301,1
322046111044701,1
322046111154601,1
322047109350501,4
322047111130101,6
322048109293001,4
322048109300401,1
322048109523101,5
322048109525701,1
322048109535901,4
322048109563501,3
322048111023001,22
322048111215101,1
322049109295001,8
322049109520001,3
322049109542901,3
322049109563201,1
322049110252601,5
322049110583701,31
322049111021701,19
322049111043701,1
322050109274001,5
322050109303101,3
322050109550201,1
322050109562401,1
322051109293301,2
322051109534801,1
322051109543401,5
322051109545701,4
322051109552301,1
322051109553501,1
322051111035601,1
322052109295801,4
322052111044501,2
322054109403001,1
322054111054001,3
322055109385201,2
322055109530501,3
322055109553001,3
322055111215201,1
322055112193001,1
322056109554601,1
322056112192901,5
322057110252001,3
322057111053601,1
322057111134801,3
322058110214401,1
322059109554901,1
322059109555001,5
322059111135401,5
322100109523401,1
322101109285001,4
322101109285801,4
322101109290101,5
322101109553001,6
322101111025801,8
322101111160601,28
322102109290601,5
322102111065501,27
322103109292901,5
322103109293001,28
322103110590801,1
322103111031801,26
322103111130201,1
322104109534301,2
322104111041301,1
322104111051301,1
322104111061401,10
322105109285601,4
322105111152001,25
322106109285901,4
322106110584101,29
322106110592201,7
322106111041601,4
322106112030701,1
322107111004501,1
322107111042701,7
322107111065301,22
322107111152001,16
322108111004501,2
322108111151301,34
322108111154101,32
322109110253301,3
322110109362701,60
322110109520401,6
322110111150401,32
322110112184701,1
322111109471001,1
322111111040801,1
322111111044301,6
322111111061401,1
322111111062201,1
322112109470901,13
322112109523401,4
322112109535801,12
322112109541201,1
322112109560301,15
322112109562201,7
322112112033401,1
322113109362401,3
322113109530401,1
322113109530501,1
322113109550001,8
322113109552301,4
322113109560201,3
322114109535101,3
322114109553301,9
322114109553401,3
322114111004301,1
322114111181701,10
322114112085101,1
322115109200301,10
322115109364701,4
322115109543701,2
322115109563901,1
322115110593001,12
322115112294501,1
322116109262201,46
322116109272601,13
322116109274601,4
322116109285901,5
322116109292801,3
322116111010301,9
322116112082401,1
322117109295801,4
322117109355401,3
322117109542401,8
322117109545501,3
322118109275701,5
322118109295901,6
322118109334601,1
322118109562701,2
322118110583001,1
322120109543501,1
322120111043001,3
322120111043101,4
322120111410801,3
322121111050701,6
322122110113201,1
322122110252501,2
322122110582601,1
322122110584201,28
322122111081601,1
322123109285901,3
322123109571901,4
322123110592301,1
322123111011901,4
322124109551501,2
322124111012101,1
322124112102501,5
322126111000801,5
322126111171601,28
322126114213001,1
322127111053701,2
322128109543101,2
322128111025601,49
322128111201001,6
322129111024301,1
322129111050501,2
322129111064501,2
322130109560901,2
322131110233101,2
322131111033201,14
322131111045901,2
322132111141901,1
322132111143201,5
322133111013501,25
322133111035801,1
322133111142501,2
322133111171601,24
322133111204301,5
322134111043201,1
322134111140301,5
322135110231701,1
322135110595401,1
322136110581301,1
322136111190501,1
322137111034201,1
322137111042701,1
322137111050501,1
322138111023501,5
322138111051501,1
322139109303101,3
322139109535801,6
322139109570301,7
322139111005201,4
322139111221401,1
322140109543101,1
322140109550001,6
322140111032501,1
322140111221501,2
322141109562201,9
322141111221602,1
322142109523201,2
322142109560401,1
322142109561301,5
322142111004701,2
322142111011701,4
322142111053701,4
322143109300001,3
322143109553001,2
322143109553201,2
322143109555301,4
322143109562101,2
322143109563601,5
322143110583201,28
322143111044701,1
322143111221701,6
322143111222901,5
322144109533301,5
322144109540301,3
322144109571401,4
322144110065901,9
322144111213001,7
322145109523201,1
322147109171901,4
322147111140201,8
322147111191001,1
322147111211201,6
322148111204301,1
322149110595401,11
322149111175701,7
322150109544801,4
322150111232001,1
322151109274601,1
322151111172501,1
322152109274601,2
322152109274701,6
322153111033901,1
322153112284101,3
322154111191801,13
322154111202001,17
322155109293001,1
322155111004701,4
322155111010301,7
322155111164301,25
322156109285601,3
322156109421101,5
322156109553401,4
322156111004301,2
322156111010201,4
322156111140201,3
322156111172301,25
322156111202401,13
322157109560501,3
322157111093701,3
322157111164401,16
322159110593701,7
322159111060601,7
322159111065101,1
322159111070401,7
322159111130801,1
322200110593601,1
322200111060401,40
322201109560101,2
322201109572201,3
322201111150701,5
322202109553301,4
322202110025701,1
322202111004501,2
322202111071701,1
322203111065301,1
322204109523501,7
322204109533601,16
322204109542801,14
322204109550801,5
322204111130901,1
322205111131101,1
322205112021501,1
322205112404201,1
322206109553001,4
322207109553001,5
322207109560101,2
322207109564801,3
322207109570101,1
322207109570201,6
322208109514801,2
322208109563401,1
322208111140301,29
322209109281101,2
322210109275701,4
322210109284201,15
322210109293001,3
322210109544901,2
322210110204501,3
322211111002801,1
322212111060101,7
322212111064201,1
322213110582801,16
322213112570201,2
322214109573401,12
322214111072101,5
322215110590801,4
322215111072101,1
322215112014101,20
322216112014002,1
322217109274201,1
322217111015001,11
322217111095001,3
322218109300601,3
322218109550001,3
322218111202101,4
322219109512601,6
322219111172801,46
322220109553201,3
322220111095001,14
322221110580501,21
322221110583201,16
322222109301901,7
322222110582101,16
322223111003901,3
322224111020501,1
322225109302101,4
322225111072101,3
322225111140301,9
322226109101301,4
322227110590901,1
322227111055901,66
322227111072101,8
322228111004701,1
322230111144201,1
322231109564001,3
322232109523501,2
322232109524401,1
322232109525001,1
322232109530201,1
322232109564901,1
322232111025001,4
322233109551401,1
322234109553001,46
322234110584501,4
322235109074901,3
322235109550601,1
322235109550701,3
322235109560101,3
322235110001001,2
322235111004801,1
322237109304601,1
322238109310201,2
322238110581601,4
322238111022601,8
322238111065701,20
322238111151301,1
322238111160501,3
322238111160701,3
322241111063801,1
322241111064601,1
322242109524301,9
322242111073901,3
322242111075501,2
322242112283501,1
322243111075201,6
322244111174001,26
322245110004001,3
322245111140401,63
322246109571201,1
322246111180701,1
322246111212201,1
322247109074601,2
322247110261601,52
322247110575401,5
322248109541601,1
322248110224501,10
322248111003701,46
322248111073201,1
322249110585201,1
322249110590201,6
322250109575301,3
322250110001001,2
322250110594401,4
322251111072101,3
322251111073301,6
322252111065001,4
322252111065701,2
322252111075201,3
322252111150301,13
322252111152601,27
322253109553101,1
322253110270001,40
322253110581801,5
322253111044801,7
322253111151301,19
322253111151801,1
322255109552201,20
322255110582501,1
322255110582801,1
322255111062101,7
322255111080101,1
322257109185901,6
322257109405501,3
322257109563101,2
322258109541401,11
322258109542201,1
322258109553101,2
322258110004201,1
322259109553001,1
322259109553101,3
322259109560201,2
322259109571001,3
322259109572201,1
322259114263201,2
322301109300901,52
322301109530601,2
322301109561201,4
322301111002401,1
322301111255501,3
322302109282801,6
322302109293101,5
322302109294001,3
322302109300001,16
322302111031501,1
322303109363501,5
322304111115301,6
322304111115302,6
322305109593701,1
322305111002001,1
322305111075001,7
322305111160501,9
322305114224101,1
322306111125901,17
322306111180101,2
322306113060801,3
322307110574101,7
322307111034001,1
322307111095101,6
322309109272801,1
322309111151401,4
322310109300201,1
322312111021901,1
322312111181001,2
322313110592201,1
322314111010201,1
322315109272801,1
322315109462201,4
322315109580801,4
322315111080301,1
322316111014601,16
322316111023801,21
322316111041001,18
322317111075201,4
322318109570301,1
322318110272901,5
322318111034501,31
322318111055001,1
322318111072801,3
322319111120701,11
322319111140201,12
322319111141701,6
322320108560301,1
322321110325901,2
322322109272401,2
322322109272801,1
322323109583601,6
322324109425501,3
322324109562601,3
322324110272001,1
322324110274401,13
322325109235101,5
322325109565301,3
322325110220801,1
322326109264301,19
322326109590801,8
322326110220901,2
322326110583401,6
322327111044401,3
322327111054401,1
322327111113401,1
322328109551801,3
322328113023901,1
322329109425901,3
322329111072501,35
322330109591001,1
322330109593701,1
322331110275401,2
322331111045001,37
322331111073201,1
322332110272101,2
322332110574901,1
322332111052501,1
322333108570801,1
322333109290101,3
322334109285801,38
322334109292901,12
322334111025301,18
322335109553001,4
322335111025601,27
322336109331901,4
322336111012101,2
322336111162701,17
322337109234101,3
322337109560201,5
322337111165301,30
322338109580601,5
322338111193501,29
322339111013401,1
322339111072501,1
322339111170001,34
322339111191901,52
322340111165601,24
322342109442101,5
322342111014501,25
322342111073701,4
322342111161001,2
322343110580401,1
322343111074301,7
322344109560201,1
322344109570301,5
322344111094401,1
322345109025401,2
322345111154101,6
322346109560601,10
322348109552101,13
322348109553001,2
322348109560401,1
322348109572501,8
322348111320601,1
322349109270201,1
322349109543501,7
322349109580601,54
322349109590601,11
322349111024701,39
322350109505901,3
322350109563301,2
322351111095901,12
322352109505801,2
322352109550101,3
322354111074801,3
322355109574301,1
322357111022001,7
322358109113501,2
322358111073001,1
322400111095001,9
322400111200201,1
322401111144801,13
322402110324301,3
322402111175901,15
322403110282301,4
322404109595501,1
322404110581201,1
322405111014701,1
322405111051201,6
322406109583701,1
322406110160901,1
322406111081101,4
322406111081801,11
322406111092601,2
322407109573501,4
322407110574101,33
322408109533001,1
322408110001001,2
322408110001101,4
322408110583601,18
322409110281601,2
322409110571001,17
322409111034301,3
322409111154001,7
322410111083901,1
322410111132501,18
322410111323501,2
322410111323601,2
322411111095801,2
322411111103801,40
322412109560401,1
322412111323801,2
322414111324801,1
322415109565401,48
322415110004001,2
322415110280901,3
322416109560401,12
322417109583601,2
322418109565701,2
322418109570301,1
322418109571301,4
322418109573501,7
322418111130201,6
322419109543401,1
322419109550801,2
322419109552101,10
322419111202501,13
322420109553101,2
322420109555001,2
322420111024401,7
322420111054001,7
322420111073201,1
322420111120301,5
322420111120302,5
322420111151501,10
322422109404301,5
322422110565901,4
322426111080801,3
322426114312201,12
322429111164501,8
322430110001001,5
322430111183001,6
322430111191001,1
322430111191801,5
322430111194901,32
322430111222301,1
322431111170701,2
322432111044001,6
322432111085001,31
322434110562501,51
322435110275101,4
322435111075501,2
322437111111701,4
322438109095701,3
322438110184301,1
322438110590701,1
322439109101301,1
322439109455201,4
322439109563501,4
322439111084901,1
322440109581301,3
322440111080301,4
322440111085001,1
322441109581201,3
322441109583601,7
322442110004101,2
322443111181801,3
322444109543501,1
322444109572301,1
322444111095401,30
322444111095402,30
322445109543601,10
322445110001301,1
322446111013901,1
322446111091201,1
322447109521701,1
322447109553701,5
322448109572401,1
322448111191901,18
322449109571701,3
322449110011801,5
322449114323901,11
322450109042701,2
322450109153201,15
322450113030001,4
322450114324201,43
322451111085001,4
322451111274701,3
322453111084801,1
322453111091201,2
322455109084201,3
322455110585801,5
322456111102601,3
322456111181701,1
322457109582101,1
322457111090801,3
322458110590001,11
322459109581501,1
322503109435801,4
322503109513301,3
322503111101901,5
322504108593401,1
322505111094301,1
322506110560201,4
322507111091901,6
322508109543501,5
322508110555801,1
322509111193201,31
322510109385601,5
322510109512701,1
322510109540501,4
322510109580701,1
322511109540601,3
322511111423201,1
322512109571301,1
322512110553801,13
322512111092701,1
322513109550401,4
322514109570301,1
322514110562201,1
322514111454201,1
322515110285301,1
322515111133201,10
322517111085001,1
322518111092701,2
322519109141601,2
322521109452201,1
322521111184101,4
322522110563301,13
322523111073901,1
322523114334501,3
322524111013301,7
322525111042001,1
322525111092701,1
322526109473301,1
322526109473401,3
322526110562301,9
322526111152201,14
322526111162101,18
322526111225701,1
322527109582801,1
322527111011001,33
322527111043001,1
322528110563301,28
322528111150701,1
322529111085501,2
322529111104001,3
322530111000701,2
322530111060301,30
322530111110001,8
322530111112701,3
322530111120001,9
322531109583601,9
322532110542601,2
322532111085801,3
322533111032901,2
322534110285401,3
322534110290801,2
322534110572001,7
322535109540701,1
322535109571901,1
322535110290901,9
322535111003201,1
322537109543701,1
322537109580601,1
322537110594401,4
322538109591001,3
322538111000801,7
322539111160801,13
322540109421001,5
322540109583601,1
322540111000801,21
322540111290201,2
322541109583701,8
322541110291001,2
322541111570701,2
322542109560201,5
322542110265001,1
322542110292701,2
322542111012501,1
322543111201901,25
322543111202101,7
322543111202301,1
322545109194001,23
322546111091301,1
322546111134001,18
322546111291601,1
322547110570001,3
322547111191601,1
322548111202101,2
322549110553501,4
322549111130101,12
322549111131501,1
322550110293201,1
322551110570401,2
322553111110701,8
322553111194901,3
322553111200301,1
322554111115801,33
322554111140301,14
322555109460001,4
322555109580601,1
322555111095101,6
322555111115901,35
322557109125101,3
322557111005901,3
322557111194901,10
322558110574701,4
322600109560201,4
322601109544001,8
322601109551101,5
322601109573601,3
322601109582901,1
322601109583701,1
322601111284602,2
322601112064201,1
322602110003101,1
322602111010101,1
322602114364301,12
322603111135901,1
322604109563101,3
322604109565901,3
322604110294901,2
322605109491601,1
322606111160801,7
322607110294801,3
322607111192601,1
322608111140301,22
322609111134701,1
322609111265001,1
322610111265001,1
322611109072301,2
322611111185701,24
322611111194401,1
322611111282801,4
322614111185501,53
322615110295601,1
322616111140301,1
322617109570401,1
322617110583501,25
322618109053201,2
322618111000201,2
322619110572301,3
322620109435501,5
322620109564101,16
322620109582001,1
322621109590001,3
322621111130001,8
322621111161301,49
322622109444701,1
322622111130101,1
322623111102801,2
322624111054401,1
322625111050801,1
322626111105701,2
322627109543901,4
322627109544001,5
322627109544701,1
322627109551101,3
322627109554101,7
322627109560401,5
322627109562001,1
322627109562801,2
322627109582201,5
322627111204301,6
322627111272601,3
322628109562801,2
322628111013101,1
322628111013301,1
322628111041501,1
322630109572801,4
322630111012701,2
322630111051701,4
322632111010201,1
322634111174101,1
322634111174201,1
322634111250501,1
322634114381501,9
322635111171301,3
322635114351301,1
322636111181401,39
322638111204601,24
322639109594701,1
322641111132301,1
322642109594401,1
322642114354501,1
322643111590601,3
322645111180701,4
322646111132801,7
322646111244801,1
322647111122501,4
322647111131601,6
322648111114001,25
322648111140401,1
322648111250001,2
322650114361501,1
322652111251201,1
322653111185601,40
322654109051001,1
322654109051101,1
322654109545501,5
322654109551101,5
322654109554101,2
322654109564201,5
322654111194701,1
322654112510301,1
322655111252001,1
322655111450901,5
322655111453901,1
322655114393501,22
322656109084401,1
322656109562201,3
322656109570901,4
322656109583701,2
322656111441001,8
322656111443901,4
322657109591101,1
322657111433801,8
322658111005401,3
322658114293301,2
322659110545501,30
322700110290401,3
322700110564201,6
322703114364601,1
322704113225201,4
322705110285401,25
322706111181701,25
322707111171401,10
322707111181701,43
322707114334601,3
322708111130101,1
322708111202101,24
322708111205101,39
322709114371601,1
322711437480101,1
322712111150101,4
322713109485501,2
322713109590001,3
322713110285801,1
322714111120901,6
322714111145801,1
322715111122201,4
322715111140301,7
322715111141901,1
322716109291801,4
322716109291901,5
322717109475501,2
322718109554101,35
322718109570401,1
322718110283201,6
322718111150701,16
322718112104001,1
322719109533001,2
322719109543901,8
322719109551001,5
322719109574301,2
322719109575201,1
322719109581401,4
322719111125401,2
322719114405701,1
322720114374501,1
322721109594101,4
322721111162701,2
322722109562301,5
322722109565601,2
322722109585401,6
322724111433701,3
322725110552401,2
322726112501701,1
322726112502001,26
322726114381701,1
322727114284701,3
322728111191901,2
322728112500201,1
322732111010601,1
322732111181701,63
322732114363501,1
322733111010301,1
322733114371401,1
322733114383801,1
322733114393501,1
322735110342601,1
322735111004101,3
322736111004201,4
322737111010101,4
322737114415301,54
322738109583601,10
322738110283701,1
322738111005801,5
322738111132001,9
322739111164301,25
322739114385001,1
322740111005801,5
322740111161301,1
322740111190601,7
322740111304201,8
322740114414001,2
322741109550801,8
322742110541101,1
322742111005801,3
322743111005801,6
322743111005901,2
322743111461301,1
322744112123601,1
322745109564201,3
322745109570501,2
322745110335901,4
322745111123201,1
322746109554101,5
322746109562001,4
322746109583601,3
322746110541501,1
322746114392101,1
322747111130401,1
322748109544101,2
322748109551301,4
322748109572001,1
322748110004801,2
322748110525201,1
322748111455201,3
322748111461601,2
322749109584901,1
322750109083701,2
322750109132501,3
322750109253501,2
322750111444801,5
322750112571501,6
322751114405401,1
322752109553501,7
322752110005401,1
322752110540701,1
322752110541301,1
322752114281501,1
322752114402601,1
322753109401501,4
322753109591501,4
322753111161401,28
322753114281701,2
322754114395501,1
322754114412701,1
322755114415801,1
322756109431001,3
322756110333101,1
322757114062001,5
322757114354601,1
322757114374901,2
322757114395701,2
322757114415801,1
322757114422801,1
322757114430001,26
322758110540601,8
322758111235201,5
322759110005801,1
322759111130401,10
322759111184401,20
322800111115601,5
322800111115602,5
322800111130201,17
322800111181701,34
322800114354901,3
322800114430001,1
322801110552701,6
322801111171601,1
322801111254401,5
322802109573401,2
322802111254501,2
322803110284101,1
322803110543101,1
322803111555701,4
322803112110201,1
322804110283001,3
322804112142802,1
322805110550001,1
322805111133101,35
322805111140201,18
322805112143201,1
322806110540801,3
322806110543001,1
322806111132901,43
322806114430101,1
322807111150701,8
322810109554201,4
322810109595401,5
322810110550801,3
322811109562801,2
322811109593101,5
322811110001101,1
322811110540801,2
322811111132301,18
322812110291501,2
322812110542801,1
322813109550901,6
322813111130201,4
322813114392301,2
322814109590301,4
322814111150801,1
322815109043001,2
322815109563801,1
322815110283401,1
322817109163801,5
322817110534401,1
322818111172201,4
322819109581101,1
322820111270101,1
322820111322301,3
322820114433001,1
322821110540101,1
322822111172701,1
322823110540701,2
322825111202001,11
322825111322201,2
322826109574301,1
322826114403201,2
322826114413201,2
322826114440201,1
322832111194301,1
322832114280101,1
322833110353001,4
322833110554701,4
322835112103601,1
322836109574301,3
322836110292001,1
322837110550901,6
322837111181701,47
322838109561201,4
322838109590801,5
322838110010901,3
322838114403001,1
322839112561601,1
322840109543901,29
322840109555101,3
322840109583001,1
322841109563701,3
322841109570901,1
322842110012801,3
322842110411601,1
322843112300901,1
322844109584501,13
322844111161501,6
322844114403001,2
322845114391701,2
322846111510001,3
322847111174301,5
322848111161701,8
322848114334601,1
322848114421001,1
322848114424301,1
322848114450501,1
322849110290501,2
322849110292501,1
322850114453301,1
322851110291001,1
322851110383101,1
322851111181701,12
322851114420401,2
322851114423401,1
322852111170501,14
322852111191801,26
322852111194101,5
322852111202101,47
322852114334601,11
322852114410201,2
322852114430601,1
322853114413201,2
322854110291901,1
322854111143701,1
322854114453501,1
322857110551001,1
322858110545401,1
322858111150601,10
322858111554301,1
322859110543701,2
322859110545801,4
322900108545001,1
322900111045101,1
322901110545601,2
322902110535201,3
322903109583001,4
322904109544001,4
322904109551101,2
322904109553901,35
322904109561201,5
322904109574301,2
322904109580601,3
322904109584501,3
322904109590801,2
322904111171301,10
322904114391601,1
322905109571201,5
322905109574301,4
322905109593801,22
322905110540800,1
322905110543001,4
322907110542801,1
322907110575501,2
322907111202001,1
322908114465101,1
322909111073601,2
322910110534401,4
322910112095401,1
322911110403301,1
322911110541501,1
322913110372701,1
322913110534101,1
322913110553501,1
322913111160901,6
322913113070201,5
322915110232201,3
322916111181701,25
322917110534401,2
322917114413201,2
322918111161401,7
322918114380701,1
322918114381801,1
322919109541401,1
322920110362001,3
322920114464601,1
322920114465601,1
322921110292301,1
322922111555701,4
322922112522501,2
322923111112101,54
322923112522601,3
322924110294501,9
322924111131801,28
322924111131802,28
322924112522701,1
322924114084701,2
322925109120301,1
322928109492501,2
322928109493001,2
322928111473601,1
322929110533101,2
322929110544501,1
322930109564201,6
322930109571401,5
322930109581301,1
322931109554201,6
322931109560401,1
322931109561201,3
322931109584401,6
322931109593901,2
322931111202101,10
322932109421601,3
322933109555701,5
322933110524701,1
322934110293301,16
322935110533401,4
322935110553401,1
322936110105801,5
322936111334001,11
322938110403301,2
322938110410401,1
322938111550201,1
322938114402901,2
322938114410201,3
322938114484001,2
322939109422501,3
322939109422601,4
322939114402701,1
322940110014201,32
322940114382302,1
322940114382303,1
322940114385201,1
322940114395501,2
322941110553501,4
322941114374901,2
322941114383902,1
322941114415901,3
322941114420101,1
322941114440301,1
322942110533701,1
322942110540001,1
322942114244001,15
322942114395601,1
322942114430001,1
322942114430002,1
322942114433101,1
322943109551101,1
322943114243501,5
322944114354201,1
322944114382301,1
322945111160901,1
322945111191801,24
322947109142801,3
322947109563001,4
322947111062201,1
322950110020501,3
322950110023801,3
322950110535801,1
322950110541501,1
322950110543001,1
322950111251201,1
322951110542901,1
322955109215301,1
322955110370301,3
322955114460701,1
322955114461001,1
322956109564101,2
322956109570401,1
322956109584501,7
322956109585201,5
322956109592301,1
322956109593001,5
322956110010401,3
322957109574401,4
322957110535701,1
322957110552701,7
322957114454401,1
322957114482501,3
322957114482601,1
322958109581201,1
322958109581401,5
322958110535601,1
322958110541201,3
322958111172201,2
322958111465801,1
322958112032601,4
322959109202601,4
322959109555301,1
322959109593201,1
322959111464101,5
323003109590801,1
323003110005601,5
323003110025101,1
323003111214701,1
323004110024901,2
323004110543701,3
323004110544401,1
323004110545301,1
323005110035301,1
323005111172801,1
323006110405701,1
323007110530901,1
323007111152001,5
323007111464201,1
323008109592301,4
323008111174301,5
323008111180001,28
323008111215001,9
323008111215101,1
323009111181401,17
323009111215201,17
323010110290801,2
323010110531901,1
323010110544501,1
323010111215101,12
323010111464301,2
323011110532901,1
323011110543901,1
323013109585501,5
323014111220401,1
